time,value,readout,run,experiment,value_post_inhib_scaled
0,0,iSH2,2,1,0
15,0.005054945,iSH2,2,1,0.005054945
30,0.014945055,iSH2,2,1,0.014945055
45,0.025824176,iSH2,2,1,0.025824176
60,0.040549451,iSH2,2,1,0.040549451
75,0.080879121,iSH2,2,1,0.080879121
90,0.098351648,iSH2,2,1,0.098351648
105,0.092857143,iSH2,2,1,0.092857143
120,0.08989011,iSH2,2,1,0.08989011
135,0.116373626,iSH2,2,1,0.116373626
150,0.118131868,iSH2,2,1,0.118131868
165,0.140879121,iSH2,2,1,0.140879121
180,0.161208791,iSH2,2,1,0.161208791
195,0.145494505,iSH2,2,1,0.145494505
210,0.146923077,iSH2,2,1,0.146923077
225,0.17032967,iSH2,2,1,0.17032967
240,0.142637363,iSH2,2,1,0.142637363
255,0.182637363,iSH2,2,1,0.182637363
270,0.189010989,iSH2,2,1,0.189010989
285,0.176703297,iSH2,2,1,0.176703297
300,0.213956044,iSH2,2,1,0.213956044
315,0.194285714,iSH2,2,1,0.194285714
330,0.205824176,iSH2,2,1,0.205824176
345,0.206813187,iSH2,2,1,0.206813187
360,0.228241758,iSH2,2,1,0.228241758
375,0.223626374,iSH2,2,1,0.223626374
390,0.233736264,iSH2,2,1,0.233736264
405,0.242747253,iSH2,2,1,0.242747253
420,0.241868132,iSH2,2,1,0.241868132
435,0.24978022,iSH2,2,1,0.24978022
450,0.277362637,iSH2,2,1,0.277362637
465,0.272417582,iSH2,2,1,0.272417582
480,0.265934066,iSH2,2,1,0.265934066
495,0.285824176,iSH2,2,1,0.285824176
510,0.270549451,iSH2,2,1,0.270549451
525,0.282747253,iSH2,2,1,0.282747253
540,0.28967033,iSH2,2,1,0.28967033
555,0.326263736,iSH2,2,1,0.326263736
570,0.327802198,iSH2,2,1,0.327802198
585,0.326923077,iSH2,2,1,0.326923077
600,0.324285714,iSH2,2,1,0.324285714
615,0.341978022,iSH2,2,1,0.341978022
630,0.332637363,iSH2,2,1,0.332637363
645,0.344505495,iSH2,2,1,0.344505495
660,0.327582418,iSH2,2,1,0.327582418
675,0.328351648,iSH2,2,1,0.328351648
690,0.313846154,iSH2,2,1,0.313846154
705,0.335934066,iSH2,2,1,0.335934066
720,0.334395604,iSH2,2,1,0.334395604
735,0.342417582,iSH2,2,1,0.342417582
750,0.308791209,iSH2,2,1,0.308791209
765,0.317802198,iSH2,2,1,0.317802198
780,0.356263736,iSH2,2,1,0.356263736
795,0.358021978,iSH2,2,1,0.358021978
810,0.334615385,iSH2,2,1,0.334615385
825,0.332637363,iSH2,2,1,0.332637363
840,0.307252747,iSH2,2,1,0.307252747
855,0.325164835,iSH2,2,1,0.325164835
870,0.368681319,iSH2,2,1,0.368681319
885,0.307362637,iSH2,2,1,0.307362637
900,0.365384615,iSH2,2,1,0.365384615
915,0.351318681,iSH2,2,1,0.351318681
930,0.371648352,iSH2,2,1,0.371648352
945,0.35978022,iSH2,2,1,0.35978022
960,0.37032967,iSH2,2,1,0.37032967
975,0.429010989,iSH2,2,1,0.429010989
990,0.41010989,iSH2,2,1,0.41010989
1005,0.424725275,iSH2,2,1,0.424725275
1020,0.423186813,iSH2,2,1,0.423186813
1035,0.414065934,iSH2,2,1,0.414065934
1050,0.418571429,iSH2,2,1,0.418571429
1065,0.420989011,iSH2,2,1,0.420989011
1080,0.44010989,iSH2,2,1,0.44010989
1095,0.478681319,iSH2,2,1,0.478681319
1110,0.473406593,iSH2,2,1,0.473406593
1125,0.49032967,iSH2,2,1,0.49032967
1140,0.512307692,iSH2,2,1,0.512307692
1155,0.529340659,iSH2,2,1,0.529340659
1170,0.501428571,iSH2,2,1,0.501428571
1185,0.541538462,iSH2,2,1,0.541538462
1200,0.542527473,iSH2,2,1,0.542527473
1215,0.534285714,iSH2,2,1,0.534285714
1230,0.567032967,iSH2,2,1,0.567032967
1245,0.597912088,iSH2,2,1,0.597912088
1260,0.576813187,iSH2,2,1,0.576813187
1275,0.554065934,iSH2,2,1,0.554065934
1290,0.553516484,iSH2,2,1,0.553516484
1305,0.569120879,iSH2,2,1,0.569120879
1320,0.576923077,iSH2,2,1,0.576923077
1335,0.602087912,iSH2,2,1,0.602087912
1350,0.59989011,iSH2,2,1,0.59989011
1365,0.607362637,iSH2,2,1,0.607362637
1380,0.630989011,iSH2,2,1,0.630989011
1395,0.602747253,iSH2,2,1,0.602747253
1410,0.607142857,iSH2,2,1,0.607142857
1425,0.597032967,iSH2,2,1,0.597032967
1440,0.608571429,iSH2,2,1,0.608571429
1455,0.656153846,iSH2,2,1,0.656153846
1470,0.657252747,iSH2,2,1,0.657252747
1485,0.680549451,iSH2,2,1,0.680549451
1500,0.651538462,iSH2,2,1,0.651538462
1515,0.649340659,iSH2,2,1,0.649340659
1530,0.69021978,iSH2,2,1,0.69021978
1545,0.7,iSH2,2,1,0.7
1560,0.696923077,iSH2,2,1,0.696923077
1575,0.715274725,iSH2,2,1,0.715274725
1590,0.683186813,iSH2,2,1,0.683186813
1605,0.707252747,iSH2,2,1,0.707252747
1620,0.704945055,iSH2,2,1,0.704945055
1635,0.693076923,iSH2,2,1,0.693076923
1650,0.698681319,iSH2,2,1,0.698681319
1665,0.685384615,iSH2,2,1,0.685384615
1680,0.706263736,iSH2,2,1,0.706263736
1695,0.706593407,iSH2,2,1,0.706593407
1710,0.717032967,iSH2,2,1,0.717032967
1725,0.763736264,iSH2,2,1,0.763736264
1740,0.711318681,iSH2,2,1,0.711318681
1755,0.758681319,iSH2,2,1,0.758681319
1770,0.729340659,iSH2,2,1,0.729340659
1785,0.726483516,iSH2,2,1,0.726483516
1800,0.73010989,iSH2,2,1,0.73010989
1815,0.758681319,iSH2,2,1,0.758681319
1830,0.789340659,iSH2,2,1,0.789340659
1845,0.755164835,iSH2,2,1,0.755164835
1860,0.758791209,iSH2,2,1,0.758791209
1875,0.763406593,iSH2,2,1,0.763406593
1890,0.764285714,iSH2,2,1,0.764285714
1905,0.747362637,iSH2,2,1,0.747362637
1920,0.801428571,iSH2,2,1,0.801428571
1935,0.781428571,iSH2,2,1,0.781428571
1950,0.815054945,iSH2,2,1,0.815054945
1965,0.811098901,iSH2,2,1,0.811098901
1980,0.816703297,iSH2,2,1,0.816703297
1995,0.822747253,iSH2,2,1,0.822747253
2010,0.796813187,iSH2,2,1,0.796813187
2025,0.795604396,iSH2,2,1,0.795604396
2040,0.797582418,iSH2,2,1,0.797582418
2055,0.84967033,iSH2,2,1,0.84967033
2070,0.832857143,iSH2,2,1,0.832857143
2085,0.855054945,iSH2,2,1,0.855054945
2100,0.809450549,iSH2,2,1,0.809450549
2115,0.872197802,iSH2,2,1,0.872197802
2130,0.856593407,iSH2,2,1,0.856593407
2145,0.86032967,iSH2,2,1,0.86032967
2160,0.894065934,iSH2,2,1,0.894065934
2175,0.238876611,iSH2,2,1,0.238876611
2190,-0.096973964,iSH2,2,1,-0.096973964
2205,-0.12223706,iSH2,2,1,-0.12223706
2220,-0.108367125,iSH2,2,1,-0.108367125
2235,-0.100606566,iSH2,2,1,-0.100606566
2250,-0.083764502,iSH2,2,1,-0.083764502
2265,-0.090864588,iSH2,2,1,-0.090864588
2280,-0.07815048,iSH2,2,1,-0.07815048
2295,-0.115797448,iSH2,2,1,-0.115797448
2310,-0.086571513,iSH2,2,1,-0.086571513
2325,-0.060152588,iSH2,2,1,-0.060152588
2340,-0.034559255,iSH2,2,1,-0.034559255
2355,-0.082608674,iSH2,2,1,-0.082608674
2370,-0.043640761,iSH2,2,1,-0.043640761
2385,-0.010782223,iSH2,2,1,-0.010782223
2400,-0.057840932,iSH2,2,1,-0.057840932
2415,-0.057180459,iSH2,2,1,-0.057180459
2430,-0.05140132,iSH2,2,1,-0.05140132
2445,-0.007479858,iSH2,2,1,-0.007479858
2460,-0.001040245,iSH2,2,1,-0.001040245
2475,0.015471583,iSH2,2,1,0.015471583
2490,-0.018047428,iSH2,2,1,-0.018047428
2505,-0.018707901,iSH2,2,1,-0.018707901
2520,-0.046778008,iSH2,2,1,-0.046778008
2535,0.034129948,iSH2,2,1,0.034129948
2550,-0.00533332,iSH2,2,1,-0.00533332
2565,0.04255098,iSH2,2,1,0.04255098
2580,0.021250722,iSH2,2,1,0.021250722
2595,-0.005993793,iSH2,2,1,-0.005993793
2610,0.017948357,iSH2,2,1,0.017948357
2625,0.026534507,iSH2,2,1,0.026534507
2640,-0.036210438,iSH2,2,1,-0.036210438
2655,-0.010286869,iSH2,2,1,-0.010286869
2670,-0.015735772,iSH2,2,1,-0.015735772
2685,-0.044301234,iSH2,2,1,-0.044301234
2700,0.00424354,iSH2,2,1,0.00424354
0,0,PH,2,2,0
15,-0.025321438,PH,2,2,-0.025321438
30,-0.002099187,PH,2,2,-0.002099187
45,-0.000131199,PH,2,2,-0.000131199
60,-0.03909735,PH,2,2,-0.03909735
75,0.036604566,PH,2,2,0.036604566
90,0.02348465,PH,2,2,0.02348465
105,0.053660457,PH,2,2,0.053660457
120,0.020729467,PH,2,2,0.020729467
135,-0.00787195,PH,2,2,-0.00787195
150,-0.007478352,PH,2,2,-0.007478352
165,-0.004198373,PH,2,2,-0.004198373
180,0.012070323,PH,2,2,0.012070323
195,0.00472317,PH,2,2,0.00472317
210,0.032668591,PH,2,2,0.032668591
225,0.087641039,PH,2,2,0.087641039
240,0.046969299,PH,2,2,0.046969299
255,0.040934138,PH,2,2,0.040934138
270,0.003279979,PH,2,2,0.003279979
285,-0.015481501,PH,2,2,-0.015481501
300,-0.017711887,PH,2,2,-0.017711887
315,-0.001049593,PH,2,2,-0.001049593
330,0.01088953,PH,2,2,0.01088953
345,0.037785358,PH,2,2,0.037785358
360,0.019811073,PH,2,2,0.019811073
375,0.069929152,PH,2,2,0.069929152
390,-0.005247966,PH,2,2,-0.005247966
405,-0.013513514,PH,2,2,-0.013513514
420,0.003279979,PH,2,2,0.003279979
435,0.043164524,PH,2,2,0.043164524
450,0.036998163,PH,2,2,0.036998163
465,-0.001311992,PH,2,2,-0.001311992
480,0.011545526,PH,2,2,0.011545526
495,0.041065337,PH,2,2,0.041065337
510,0.044214117,PH,2,2,0.044214117
525,0.090396221,PH,2,2,0.090396221
540,0.009577539,PH,2,2,0.009577539
555,0.031750197,PH,2,2,0.031750197
570,0.028339019,PH,2,2,0.028339019
585,0.083836263,PH,2,2,0.083836263
600,0.023878247,PH,2,2,0.023878247
615,0.064681186,PH,2,2,0.064681186
630,0.100629756,PH,2,2,0.100629756
645,0.040409341,PH,2,2,0.040409341
660,0.067436368,PH,2,2,0.067436368
675,0.065337182,PH,2,2,0.065337182
690,0.026895828,PH,2,2,0.026895828
705,0.072159538,PH,2,2,0.072159538
720,0.120834427,PH,2,2,0.120834427
735,0.04998688,PH,2,2,0.04998688
750,0.058383626,PH,2,2,0.058383626
765,0.083049068,PH,2,2,0.083049068
780,0.082917869,PH,2,2,0.082917869
795,0.118079244,PH,2,2,0.118079244
810,0.052086067,PH,2,2,0.052086067
825,0.059170821,PH,2,2,0.059170821
840,0.078850695,PH,2,2,0.078850695
855,0.117685647,PH,2,2,0.117685647
870,0.08593545,PH,2,2,0.08593545
885,0.063762792,PH,2,2,0.063762792
900,0.084754658,PH,2,2,0.084754658
915,0.126213592,PH,2,2,0.126213592
930,0.130805563,PH,2,2,0.130805563
945,0.084885857,PH,2,2,0.084885857
960,0.12818158,PH,2,2,0.12818158
975,0.134872737,PH,2,2,0.134872737
990,0.085148255,PH,2,2,0.085148255
1005,0.166622934,PH,2,2,0.166622934
1020,0.085804251,PH,2,2,0.085804251
1035,0.087247442,PH,2,2,0.087247442
1050,0.085279454,PH,2,2,0.085279454
1065,0.1718709,PH,2,2,0.1718709
1080,0.075308318,PH,2,2,0.075308318
1095,0.061401207,PH,2,2,0.061401207
1110,0.042902125,PH,2,2,0.042902125
1125,0.058121228,PH,2,2,0.058121228
1140,0.074389924,PH,2,2,0.074389924
1155,0.135135135,PH,2,2,0.135135135
1170,0.080031488,PH,2,2,0.080031488
1185,0.09538179,PH,2,2,0.09538179
1200,0.107320913,PH,2,2,0.107320913
1215,0.106402519,PH,2,2,0.106402519
1230,0.134872737,PH,2,2,0.134872737
1245,0.122671215,PH,2,2,0.122671215
1260,0.116504854,PH,2,2,0.116504854
1275,0.104959328,PH,2,2,0.104959328
1290,0.096562582,PH,2,2,0.096562582
1305,0.078850695,PH,2,2,0.078850695
1320,0.127000787,PH,2,2,0.127000787
1335,0.18118604,PH,2,2,0.18118604
1350,0.116898452,PH,2,2,0.116898452
1365,0.116373655,PH,2,2,0.116373655
1380,0.139989504,PH,2,2,0.139989504
1395,0.157307793,PH,2,2,0.157307793
1410,0.14523747,PH,2,2,0.14523747
1425,0.111781685,PH,2,2,0.111781685
1440,0.181579638,PH,2,2,0.181579638
1455,0.141039097,PH,2,2,0.141039097
1470,0.158750984,PH,2,2,0.158750984
1485,0.132904749,PH,2,2,0.132904749
1500,0.115192863,PH,2,2,0.115192863
1515,0.136709525,PH,2,2,0.136709525
1530,0.150091839,PH,2,2,0.150091839
1545,0.153371818,PH,2,2,0.153371818
1560,0.108108108,PH,2,2,0.108108108
1575,0.090133823,PH,2,2,0.090133823
1590,0.108895303,PH,2,2,0.108895303
1605,0.133823144,PH,2,2,0.133823144
1620,0.061532406,PH,2,2,0.061532406
1635,0.169509315,PH,2,2,0.169509315
1650,0.162162162,PH,2,2,0.162162162
1665,0.137103123,PH,2,2,0.137103123
1680,0.128706376,PH,2,2,0.128706376
1695,0.142088691,PH,2,2,0.142088691
1710,0.124901601,PH,2,2,0.124901601
1725,0.158094988,PH,2,2,0.158094988
1740,0.146155865,PH,2,2,0.146155865
1755,0.094594595,PH,2,2,0.094594595
1770,0.146549462,PH,2,2,0.146549462
1785,0.141563894,PH,2,2,0.141563894
1800,0.12962477,PH,2,2,0.12962477
1815,0.139464707,PH,2,2,0.139464707
1830,0.12660719,PH,2,2,0.12660719
1845,0.136053529,PH,2,2,0.136053529
1860,0.19063238,PH,2,2,0.19063238
1875,0.167672527,PH,2,2,0.167672527
1890,0.120703227,PH,2,2,0.120703227
1905,0.147730255,PH,2,2,0.147730255
1920,0.120572028,PH,2,2,0.120572028
1935,0.129231173,PH,2,2,0.129231173
1950,0.077669903,PH,2,2,0.077669903
1965,0.139858305,PH,2,2,0.139858305
1980,0.109944896,PH,2,2,0.109944896
1995,0.141826292,PH,2,2,0.141826292
2010,0.134085542,PH,2,2,0.134085542
2025,0.155471005,PH,2,2,0.155471005
2040,0.120572028,PH,2,2,0.120572028
2055,0.158619785,PH,2,2,0.158619785
2070,0.115848859,PH,2,2,0.115848859
2085,0.098924167,PH,2,2,0.098924167
2100,0.133823144,PH,2,2,0.133823144
2115,0.110732091,PH,2,2,0.110732091
2130,0.107320913,PH,2,2,0.107320913
2145,0.132379953,PH,2,2,0.132379953
2160,0.05260177,PH,2,2,0.05260177
2175,-0.153992229,PH,2,2,-0.153992229
2190,0.018221528,PH,2,2,0.018221528
2205,0.01259567,PH,2,2,0.01259567
2220,-0.004906998,PH,2,2,-0.004906998
2235,-0.009595213,PH,2,2,-0.009595213
2250,-0.045850741,PH,2,2,-0.045850741
2265,-0.054914623,PH,2,2,-0.054914623
2280,-0.138364847,PH,2,2,-0.138364847
2295,0.066041319,PH,2,2,0.066041319
2310,0.104172133,PH,2,2,0.104172133
2325,0.000406312,PH,2,2,0.000406312
2340,0.061665652,PH,2,2,0.061665652
2355,0.03666184,PH,2,2,0.03666184
2370,-0.069291815,PH,2,2,-0.069291815
2385,-0.000218783,PH,2,2,-0.000218783
2400,-0.004594451,PH,2,2,-0.004594451
2415,0.049476294,PH,2,2,0.049476294
2430,0.064791129,PH,2,2,0.064791129
2445,0.076980487,PH,2,2,0.076980487
2460,-0.013658333,PH,2,2,-0.013658333
2475,-0.048038575,PH,2,2,-0.048038575
2490,-0.05929029,PH,2,2,-0.05929029
2505,-0.091795246,PH,2,2,-0.091795246
2520,-0.021159476,PH,2,2,-0.021159476
2535,0.034161459,PH,2,2,0.034161459
2550,0.093545513,PH,2,2,0.093545513
2565,0.022597195,PH,2,2,0.022597195
2580,0.060415462,PH,2,2,0.060415462
2595,0.013845861,PH,2,2,0.013845861
2610,0.005407074,PH,2,2,0.005407074
2625,-0.009282665,PH,2,2,-0.009282665
2640,-0.047726027,PH,2,2,-0.047726027
2655,-0.001156426,PH,2,2,-0.001156426
2670,-0.061165576,PH,2,2,-0.061165576
2685,-0.028348072,PH,2,2,-0.028348072
2700,0.045413174,PH,2,2,0.045413174
0,0,iSH2,2,2,0
15,-0.034615385,iSH2,2,2,-0.034615385
30,-0.012747253,iSH2,2,2,-0.012747253
45,-0.004175824,iSH2,2,2,-0.004175824
60,-0.021098901,iSH2,2,2,-0.021098901
75,0.033736264,iSH2,2,2,0.033736264
90,0.003846154,iSH2,2,2,0.003846154
105,0.047692308,iSH2,2,2,0.047692308
120,0.021098901,iSH2,2,2,0.021098901
135,0.018681319,iSH2,2,2,0.018681319
150,0.015274725,iSH2,2,2,0.015274725
165,0.012417582,iSH2,2,2,0.012417582
180,0.020769231,iSH2,2,2,0.020769231
195,0.024835165,iSH2,2,2,0.024835165
210,0.045824176,iSH2,2,2,0.045824176
225,0.082197802,iSH2,2,2,0.082197802
240,0.069450549,iSH2,2,2,0.069450549
255,0.060879121,iSH2,2,2,0.060879121
270,0.034945055,iSH2,2,2,0.034945055
285,0.014505495,iSH2,2,2,0.014505495
300,0.006043956,iSH2,2,2,0.006043956
315,0.03,iSH2,2,2,0.03
330,0.045494505,iSH2,2,2,0.045494505
345,0.073956044,iSH2,2,2,0.073956044
360,0.058021978,iSH2,2,2,0.058021978
375,0.138791209,iSH2,2,2,0.138791209
390,0.054285714,iSH2,2,2,0.054285714
405,0.043626374,iSH2,2,2,0.043626374
420,0.057802198,iSH2,2,2,0.057802198
435,0.088571429,iSH2,2,2,0.088571429
450,0.093516484,iSH2,2,2,0.093516484
465,0.066923077,iSH2,2,2,0.066923077
480,0.095824176,iSH2,2,2,0.095824176
495,0.115934066,iSH2,2,2,0.115934066
510,0.120879121,iSH2,2,2,0.120879121
525,0.162527473,iSH2,2,2,0.162527473
540,0.113076923,iSH2,2,2,0.113076923
555,0.122637363,iSH2,2,2,0.122637363
570,0.121428571,iSH2,2,2,0.121428571
585,0.171098901,iSH2,2,2,0.171098901
600,0.118901099,iSH2,2,2,0.118901099
615,0.160879121,iSH2,2,2,0.160879121
630,0.177692308,iSH2,2,2,0.177692308
645,0.138571429,iSH2,2,2,0.138571429
660,0.164395604,iSH2,2,2,0.164395604
675,0.173076923,iSH2,2,2,0.173076923
690,0.125934066,iSH2,2,2,0.125934066
705,0.183626374,iSH2,2,2,0.183626374
720,0.240659341,iSH2,2,2,0.240659341
735,0.177582418,iSH2,2,2,0.177582418
750,0.18032967,iSH2,2,2,0.18032967
765,0.212857143,iSH2,2,2,0.212857143
780,0.216703297,iSH2,2,2,0.216703297
795,0.221098901,iSH2,2,2,0.221098901
810,0.194065934,iSH2,2,2,0.194065934
825,0.193296703,iSH2,2,2,0.193296703
840,0.231098901,iSH2,2,2,0.231098901
855,0.278461538,iSH2,2,2,0.278461538
870,0.231098901,iSH2,2,2,0.231098901
885,0.228241758,iSH2,2,2,0.228241758
900,0.23,iSH2,2,2,0.23
915,0.273736264,iSH2,2,2,0.273736264
930,0.281098901,iSH2,2,2,0.281098901
945,0.249010989,iSH2,2,2,0.249010989
960,0.285604396,iSH2,2,2,0.285604396
975,0.305164835,iSH2,2,2,0.305164835
990,0.257802198,iSH2,2,2,0.257802198
1005,0.303186813,iSH2,2,2,0.303186813
1020,0.277912088,iSH2,2,2,0.277912088
1035,0.272857143,iSH2,2,2,0.272857143
1050,0.264615385,iSH2,2,2,0.264615385
1065,0.329340659,iSH2,2,2,0.329340659
1080,0.262747253,iSH2,2,2,0.262747253
1095,0.246153846,iSH2,2,2,0.246153846
1110,0.240989011,iSH2,2,2,0.240989011
1125,0.260989011,iSH2,2,2,0.260989011
1140,0.287582418,iSH2,2,2,0.287582418
1155,0.356373626,iSH2,2,2,0.356373626
1170,0.301538462,iSH2,2,2,0.301538462
1185,0.307142857,iSH2,2,2,0.307142857
1200,0.318461538,iSH2,2,2,0.318461538
1215,0.342747253,iSH2,2,2,0.342747253
1230,0.341758242,iSH2,2,2,0.341758242
1245,0.35010989,iSH2,2,2,0.35010989
1260,0.351758242,iSH2,2,2,0.351758242
1275,0.312747253,iSH2,2,2,0.312747253
1290,0.332857143,iSH2,2,2,0.332857143
1305,0.306263736,iSH2,2,2,0.306263736
1320,0.361318681,iSH2,2,2,0.361318681
1335,0.418571429,iSH2,2,2,0.418571429
1350,0.381318681,iSH2,2,2,0.381318681
1365,0.372967033,iSH2,2,2,0.372967033
1380,0.384285714,iSH2,2,2,0.384285714
1395,0.391428571,iSH2,2,2,0.391428571
1410,0.384175824,iSH2,2,2,0.384175824
1425,0.366483516,iSH2,2,2,0.366483516
1440,0.433736264,iSH2,2,2,0.433736264
1455,0.386593407,iSH2,2,2,0.386593407
1470,0.393956044,iSH2,2,2,0.393956044
1485,0.382637363,iSH2,2,2,0.382637363
1500,0.365494505,iSH2,2,2,0.365494505
1515,0.390879121,iSH2,2,2,0.390879121
1530,0.389340659,iSH2,2,2,0.389340659
1545,0.41032967,iSH2,2,2,0.41032967
1560,0.366813187,iSH2,2,2,0.366813187
1575,0.371318681,iSH2,2,2,0.371318681
1590,0.364945055,iSH2,2,2,0.364945055
1605,0.379340659,iSH2,2,2,0.379340659
1620,0.341318681,iSH2,2,2,0.341318681
1635,0.423846154,iSH2,2,2,0.423846154
1650,0.417802198,iSH2,2,2,0.417802198
1665,0.404505495,iSH2,2,2,0.404505495
1680,0.398791209,iSH2,2,2,0.398791209
1695,0.391098901,iSH2,2,2,0.391098901
1710,0.406923077,iSH2,2,2,0.406923077
1725,0.413956044,iSH2,2,2,0.413956044
1740,0.38978022,iSH2,2,2,0.38978022
1755,0.385934066,iSH2,2,2,0.385934066
1770,0.414835165,iSH2,2,2,0.414835165
1785,0.416483516,iSH2,2,2,0.416483516
1800,0.412527473,iSH2,2,2,0.412527473
1815,0.440879121,iSH2,2,2,0.440879121
1830,0.41956044,iSH2,2,2,0.41956044
1845,0.423736264,iSH2,2,2,0.423736264
1860,0.461098901,iSH2,2,2,0.461098901
1875,0.45956044,iSH2,2,2,0.45956044
1890,0.428681319,iSH2,2,2,0.428681319
1905,0.424945055,iSH2,2,2,0.424945055
1920,0.411648352,iSH2,2,2,0.411648352
1935,0.425604396,iSH2,2,2,0.425604396
1950,0.373626374,iSH2,2,2,0.373626374
1965,0.427032967,iSH2,2,2,0.427032967
1980,0.404615385,iSH2,2,2,0.404615385
1995,0.436043956,iSH2,2,2,0.436043956
2010,0.442087912,iSH2,2,2,0.442087912
2025,0.448351648,iSH2,2,2,0.448351648
2040,0.444175824,iSH2,2,2,0.444175824
2055,0.471538462,iSH2,2,2,0.471538462
2070,0.427912088,iSH2,2,2,0.427912088
2085,0.438461538,iSH2,2,2,0.438461538
2100,0.43956044,iSH2,2,2,0.43956044
2115,0.418571429,iSH2,2,2,0.418571429
2130,0.422637363,iSH2,2,2,0.422637363
2145,0.447912088,iSH2,2,2,0.447912088
2160,0.428901099,iSH2,2,2,0.428901099
2175,0.041665898,iSH2,2,2,0.041665898
2190,0.052947553,iSH2,2,2,0.052947553
2205,0.066363576,iSH2,2,2,0.066363576
2220,0.048983728,iSH2,2,2,0.048983728
2235,0.122771853,iSH2,2,2,0.122771853
2250,0.036787344,iSH2,2,2,0.036787344
2265,0.047306726,iSH2,2,2,0.047306726
2280,0.008430751,iSH2,2,2,0.008430751
2295,0.103105184,iSH2,2,2,0.103105184
2310,0.140151701,iSH2,2,2,0.140151701
2325,0.086335155,iSH2,2,2,0.086335155
2340,0.083743424,iSH2,2,2,0.083743424
2355,0.094567715,iSH2,2,2,0.094567715
2370,-0.008186823,iSH2,2,2,-0.008186823
2385,0.033433338,iSH2,2,2,0.033433338
2400,0.07886487,iSH2,2,2,0.07886487
2415,0.08237133,iSH2,2,2,0.08237133
2430,0.041970807,iSH2,2,2,0.041970807
2445,0.091061254,iSH2,2,2,0.091061254
2460,0.01285194,iSH2,2,2,0.01285194
2475,-0.007577004,iSH2,2,2,-0.007577004
2490,-0.001326357,iSH2,2,2,-0.001326357
2505,-0.031969772,iSH2,2,2,-0.031969772
2520,0.016205946,iSH2,2,2,0.016205946
2535,0.026267963,iSH2,2,2,0.026267963
2550,0.043800265,iSH2,2,2,0.043800265
2565,0.007516022,iSH2,2,2,0.007516022
2580,0.048983728,iSH2,2,2,0.048983728
2595,0.024895869,iSH2,2,2,0.024895869
2610,-0.010168735,iSH2,2,2,-0.010168735
2625,-0.0106261,iSH2,2,2,-0.0106261
2640,-0.017029202,iSH2,2,2,-0.017029202
2655,0.007516022,iSH2,2,2,0.007516022
2670,-0.036695871,iSH2,2,2,-0.036695871
2685,-0.013980105,iSH2,2,2,-0.013980105
2700,-0.000411628,iSH2,2,2,-0.000411628
0,0,PH,2,3,0
15,-0.099055366,PH,2,3,-0.099055366
30,-0.06087641,PH,2,3,-0.06087641
45,0.02033587,PH,2,3,0.02033587
60,-0.081737077,PH,2,3,-0.081737077
75,-0.0938074,PH,2,3,-0.0938074
90,-0.092101811,PH,2,3,-0.092101811
105,-0.063762792,PH,2,3,-0.063762792
120,0.00944634,PH,2,3,0.00944634
135,0.016137497,PH,2,3,0.016137497
150,0.030307006,PH,2,3,0.030307006
165,0.121228024,PH,2,3,0.121228024
180,0.091708213,PH,2,3,0.091708213
195,0.104172133,PH,2,3,0.104172133
210,0.160456573,PH,2,3,0.160456573
225,0.197717135,PH,2,3,0.197717135
240,0.136971923,PH,2,3,0.136971923
255,0.183022829,PH,2,3,0.183022829
270,0.186696405,PH,2,3,0.186696405
285,0.161637366,PH,2,3,0.161637366
300,0.164261349,PH,2,3,0.164261349
315,0.193256363,PH,2,3,0.193256363
330,0.22028339,PH,2,3,0.22028339
345,0.30162687,PH,2,3,0.30162687
360,0.176987667,PH,2,3,0.176987667
375,0.259905537,PH,2,3,0.259905537
390,0.208344267,PH,2,3,0.208344267
405,0.182629231,PH,2,3,0.182629231
420,0.184728418,PH,2,3,0.184728418
435,0.23287851,PH,2,3,0.23287851
450,0.298346891,PH,2,3,0.298346891
465,0.218971399,PH,2,3,0.218971399
480,0.230516925,PH,2,3,0.230516925
495,0.259905537,PH,2,3,0.259905537
510,0.243112044,PH,2,3,0.243112044
525,0.254526371,PH,2,3,0.254526371
540,0.22658095,PH,2,3,0.22658095
555,0.246785621,PH,2,3,0.246785621
570,0.277223826,PH,2,3,0.277223826
585,0.285095775,PH,2,3,0.285095775
600,0.225662556,PH,2,3,0.225662556
615,0.290212543,PH,2,3,0.290212543
630,0.320519549,PH,2,3,0.320519549
645,0.253607977,PH,2,3,0.253607977
660,0.282340593,PH,2,3,0.282340593
675,0.383626345,PH,2,3,0.383626345
690,0.374836001,PH,2,3,0.374836001
705,0.336263448,PH,2,3,0.336263448
720,0.388087116,PH,2,3,0.388087116
735,0.343610601,PH,2,3,0.343610601
750,0.356074521,PH,2,3,0.356074521
765,0.380871162,PH,2,3,0.380871162
780,0.418525321,PH,2,3,0.418525321
795,0.404487011,PH,2,3,0.404487011
810,0.448307531,PH,2,3,0.448307531
825,0.404093414,PH,2,3,0.404093414
840,0.47808974,PH,2,3,0.47808974
855,0.405274206,PH,2,3,0.405274206
870,0.454867489,PH,2,3,0.454867489
885,0.367620047,PH,2,3,0.367620047
900,0.397139858,PH,2,3,0.397139858
915,0.415901338,PH,2,3,0.415901338
930,0.438205195,PH,2,3,0.438205195
945,0.359485699,PH,2,3,0.359485699
960,0.438861191,PH,2,3,0.438861191
975,0.412227762,PH,2,3,0.412227762
