time,value,readout,run,experiment,value_post_inhib_scaled
2415,-0.035602844,PH,3,3,-0.035602844
2430,-0.124729428,PH,3,3,-0.124729428
2445,-0.016367751,PH,3,3,-0.016367751
2460,0.017204059,PH,3,3,0.017204059
2475,0.008721502,PH,3,3,0.008721502
2490,-0.009557811,PH,3,3,-0.009557811
2505,0.047311162,PH,3,3,0.047311162
2520,-0.022938745,PH,3,3,-0.022938745
2535,-0.02676187,PH,3,3,-0.02676187
2550,-0.002867343,PH,3,3,-0.002867343
2565,0.00680994,PH,3,3,0.00680994
2580,0.002867343,PH,3,3,0.002867343
2595,0.002031035,PH,3,3,0.002031035
2610,0.09306918,PH,3,3,0.09306918
2625,0.004062069,PH,3,3,0.004062069
2640,-0.044085401,PH,3,3,-0.044085401
2655,0.005854159,PH,3,3,0.005854159
2670,-0.008482557,PH,3,3,-0.008482557
2685,-0.019832457,PH,3,3,-0.019832457
2700,-0.042293312,PH,3,3,-0.042293312
0,0,iSH2,3,3,0
15,-0.13043956,iSH2,3,3,-0.13043956
30,-0.13043956,iSH2,3,3,-0.13043956
45,-0.104065934,iSH2,3,3,-0.104065934
60,-0.120879121,iSH2,3,3,-0.120879121
75,-0.131428571,iSH2,3,3,-0.131428571
90,-0.139230769,iSH2,3,3,-0.139230769
105,-0.123956044,iSH2,3,3,-0.123956044
120,-0.114285714,iSH2,3,3,-0.114285714
135,-0.193626374,iSH2,3,3,-0.193626374
150,-0.145384615,iSH2,3,3,-0.145384615
165,-0.134065934,iSH2,3,3,-0.134065934
180,-0.124945055,iSH2,3,3,-0.124945055
195,-0.097692308,iSH2,3,3,-0.097692308
210,-0.066043956,iSH2,3,3,-0.066043956
225,-0.156813187,iSH2,3,3,-0.156813187
240,-0.115494505,iSH2,3,3,-0.115494505
255,-0.183516484,iSH2,3,3,-0.183516484
270,-0.153736264,iSH2,3,3,-0.153736264
285,-0.160989011,iSH2,3,3,-0.160989011
300,-0.210769231,iSH2,3,3,-0.210769231
315,-0.188351648,iSH2,3,3,-0.188351648
330,-0.131978022,iSH2,3,3,-0.131978022
345,-0.124945055,iSH2,3,3,-0.124945055
360,-0.142197802,iSH2,3,3,-0.142197802
375,-0.118131868,iSH2,3,3,-0.118131868
390,-0.147582418,iSH2,3,3,-0.147582418
405,-0.126483516,iSH2,3,3,-0.126483516
420,-0.11032967,iSH2,3,3,-0.11032967
435,-0.134395604,iSH2,3,3,-0.134395604
450,-0.127032967,iSH2,3,3,-0.127032967
465,-0.064505495,iSH2,3,3,-0.064505495
480,-0.118131868,iSH2,3,3,-0.118131868
495,-0.103076923,iSH2,3,3,-0.103076923
510,-0.056153846,iSH2,3,3,-0.056153846
525,-0.031868132,iSH2,3,3,-0.031868132
540,-0.104285714,iSH2,3,3,-0.104285714
555,-0.045604396,iSH2,3,3,-0.045604396
570,-0.088351648,iSH2,3,3,-0.088351648
585,-0.058241758,iSH2,3,3,-0.058241758
600,-0.081758242,iSH2,3,3,-0.081758242
615,-0.089450549,iSH2,3,3,-0.089450549
630,-0.078351648,iSH2,3,3,-0.078351648
645,-0.044615385,iSH2,3,3,-0.044615385
660,-0.078461538,iSH2,3,3,-0.078461538
675,-0.039230769,iSH2,3,3,-0.039230769
690,-0.051208791,iSH2,3,3,-0.051208791
705,-0.118131868,iSH2,3,3,-0.118131868
720,-0.062527473,iSH2,3,3,-0.062527473
735,-0.060769231,iSH2,3,3,-0.060769231
750,-0.022307692,iSH2,3,3,-0.022307692
765,-0.06967033,iSH2,3,3,-0.06967033
780,-0.059450549,iSH2,3,3,-0.059450549
795,-0.017802198,iSH2,3,3,-0.017802198
810,-0.04032967,iSH2,3,3,-0.04032967
825,-0.032417582,iSH2,3,3,-0.032417582
840,-0.024395604,iSH2,3,3,-0.024395604
855,-0.02,iSH2,3,3,-0.02
870,-0.062747253,iSH2,3,3,-0.062747253
885,-0.01010989,iSH2,3,3,-0.01010989
900,-0.05989011,iSH2,3,3,-0.05989011
915,-0.021428571,iSH2,3,3,-0.021428571
930,0.023076923,iSH2,3,3,0.023076923
945,0.06043956,iSH2,3,3,0.06043956
960,0.050659341,iSH2,3,3,0.050659341
975,0.024175824,iSH2,3,3,0.024175824
990,0.04978022,iSH2,3,3,0.04978022
1005,-0.005604396,iSH2,3,3,-0.005604396
1020,0.095714286,iSH2,3,3,0.095714286
1035,0.002747253,iSH2,3,3,0.002747253
1050,0.05967033,iSH2,3,3,0.05967033
1065,0.072417582,iSH2,3,3,0.072417582
1080,0.086373626,iSH2,3,3,0.086373626
1095,0.078241758,iSH2,3,3,0.078241758
1110,0.082967033,iSH2,3,3,0.082967033
1125,0.064725275,iSH2,3,3,0.064725275
1140,0.007802198,iSH2,3,3,0.007802198
1155,0.06021978,iSH2,3,3,0.06021978
1170,0.044175824,iSH2,3,3,0.044175824
1185,0.092197802,iSH2,3,3,0.092197802
1200,0.056923077,iSH2,3,3,0.056923077
1215,0.121978022,iSH2,3,3,0.121978022
1230,0.081428571,iSH2,3,3,0.081428571
1245,0.052197802,iSH2,3,3,0.052197802
1260,0.048241758,iSH2,3,3,0.048241758
1275,0.120879121,iSH2,3,3,0.120879121
1290,0.053956044,iSH2,3,3,0.053956044
1305,0.094945055,iSH2,3,3,0.094945055
1320,0.119450549,iSH2,3,3,0.119450549
1335,0.101978022,iSH2,3,3,0.101978022
1350,0.083956044,iSH2,3,3,0.083956044
1365,0.125384615,iSH2,3,3,0.125384615
1380,0.103076923,iSH2,3,3,0.103076923
1395,0.113296703,iSH2,3,3,0.113296703
1410,0.097142857,iSH2,3,3,0.097142857
1425,0.104175824,iSH2,3,3,0.104175824
1440,0.082747253,iSH2,3,3,0.082747253
1455,0.102527473,iSH2,3,3,0.102527473
1470,0.126373626,iSH2,3,3,0.126373626
1485,0.079450549,iSH2,3,3,0.079450549
1500,0.13010989,iSH2,3,3,0.13010989
1515,0.141978022,iSH2,3,3,0.141978022
1530,0.107582418,iSH2,3,3,0.107582418
1545,0.09,iSH2,3,3,0.09
1560,0.143076923,iSH2,3,3,0.143076923
1575,0.115494505,iSH2,3,3,0.115494505
1590,0.082967033,iSH2,3,3,0.082967033
1605,0.123626374,iSH2,3,3,0.123626374
1620,0.149340659,iSH2,3,3,0.149340659
1635,0.111978022,iSH2,3,3,0.111978022
1650,0.16978022,iSH2,3,3,0.16978022
1665,0.142417582,iSH2,3,3,0.142417582
1680,0.128241758,iSH2,3,3,0.128241758
1695,0.122087912,iSH2,3,3,0.122087912
1710,0.147692308,iSH2,3,3,0.147692308
1725,0.144505495,iSH2,3,3,0.144505495
1740,0.136483516,iSH2,3,3,0.136483516
1755,0.168461538,iSH2,3,3,0.168461538
1770,0.121318681,iSH2,3,3,0.121318681
1785,0.11967033,iSH2,3,3,0.11967033
1800,0.156263736,iSH2,3,3,0.156263736
1815,0.133516484,iSH2,3,3,0.133516484
1830,0.185054945,iSH2,3,3,0.185054945
1845,0.155934066,iSH2,3,3,0.155934066
1860,0.166483516,iSH2,3,3,0.166483516
1875,0.16032967,iSH2,3,3,0.16032967
1890,0.090549451,iSH2,3,3,0.090549451
1905,0.079230769,iSH2,3,3,0.079230769
1920,0.185164835,iSH2,3,3,0.185164835
1935,0.172967033,iSH2,3,3,0.172967033
1950,0.244945055,iSH2,3,3,0.244945055
1965,0.19032967,iSH2,3,3,0.19032967
1980,0.191318681,iSH2,3,3,0.191318681
1995,0.235714286,iSH2,3,3,0.235714286
2010,0.202417582,iSH2,3,3,0.202417582
2025,0.211868132,iSH2,3,3,0.211868132
2040,0.160549451,iSH2,3,3,0.160549451
2055,0.14,iSH2,3,3,0.14
2070,0.172197802,iSH2,3,3,0.172197802
2085,0.254175824,iSH2,3,3,0.254175824
2100,0.18989011,iSH2,3,3,0.18989011
2115,0.263406593,iSH2,3,3,0.263406593
2130,0.163626374,iSH2,3,3,0.163626374
2145,0.194065934,iSH2,3,3,0.194065934
2160,0.239450549,iSH2,3,3,0.239450549
2175,0.196510663,iSH2,3,3,0.196510663
2190,-0.010069529,iSH2,3,3,-0.010069529
2205,0.037892566,iSH2,3,3,0.037892566
2220,0.028099259,iSH2,3,3,0.028099259
2235,0.031865915,iSH2,3,3,0.031865915
2250,-0.015593959,iSH2,3,3,-0.015593959
2265,0.06827693,iSH2,3,3,0.06827693
2280,0.050699199,iSH2,3,3,0.050699199
2295,0.050029571,iSH2,3,3,0.050029571
2310,0.033707392,iSH2,3,3,0.033707392
2325,0.048606612,iSH2,3,3,0.048606612
2340,0.072294697,iSH2,3,3,0.072294697
2355,-0.00337325,iSH2,3,3,-0.00337325
2370,0.00625265,iSH2,3,3,0.00625265
2385,0.043333292,iSH2,3,3,0.043333292
2400,0.029940735,iSH2,3,3,0.029940735
2415,0.039148118,iSH2,3,3,0.039148118
2430,-0.025638376,iSH2,3,3,-0.025638376
2445,0.02332816,iSH2,3,3,0.02332816
2460,0.021068166,iSH2,3,3,0.021068166
2475,0.010688935,iSH2,3,3,0.010688935
2490,0.029689625,iSH2,3,3,0.029689625
2505,0.065682122,iSH2,3,3,0.065682122
2520,0.010521528,iSH2,3,3,0.010521528
2535,-0.014589517,iSH2,3,3,-0.014589517
2550,-0.012162116,iSH2,3,3,-0.012162116
2565,0.003323028,iSH2,3,3,0.003323028
2580,0.014539295,iSH2,3,3,0.014539295
2595,0.003992656,iSH2,3,3,0.003992656
2610,0.052791786,iSH2,3,3,0.052791786
2625,-0.010739157,iSH2,3,3,-0.010739157
2640,-0.042881294,iSH2,3,3,-0.042881294
2655,-0.001531774,iSH2,3,3,-0.001531774
2670,-0.01827247,iSH2,3,3,-0.01827247
2685,0.007759313,iSH2,3,3,0.007759313
2700,-0.008981384,iSH2,3,3,-0.008981384
0,0,PH,4,1,0
15,0.004985568,PH,4,1,0.004985568
30,0.02807662,PH,4,1,0.02807662
45,0.083049068,PH,4,1,0.083049068
60,0.064418788,PH,4,1,0.064418788
75,0.068485962,PH,4,1,0.068485962
90,0.083967463,PH,4,1,0.083967463
105,0.08908423,PH,4,1,0.08908423
120,0.080949882,PH,4,1,0.080949882
135,0.156651797,PH,4,1,0.156651797
150,0.122015219,PH,4,1,0.122015219
165,0.164261349,PH,4,1,0.164261349
180,0.156914196,PH,4,1,0.156914196
195,0.172789294,PH,4,1,0.172789294
210,0.10154815,PH,4,1,0.10154815
225,0.120572028,PH,4,1,0.120572028
240,0.170690108,PH,4,1,0.170690108
255,0.21411703,PH,4,1,0.21411703
270,0.147599055,PH,4,1,0.147599055
285,0.239700866,PH,4,1,0.239700866
300,0.16399895,PH,4,1,0.16399895
315,0.228680136,PH,4,1,0.228680136
330,0.160587772,PH,4,1,0.160587772
345,0.173314091,PH,4,1,0.173314091
360,0.212805038,PH,4,1,0.212805038
375,0.174101286,PH,4,1,0.174101286
390,0.190238782,PH,4,1,0.190238782
405,0.186565206,PH,4,1,0.186565206
420,0.18131724,PH,4,1,0.18131724
435,0.176987667,PH,4,1,0.176987667
450,0.188270795,PH,4,1,0.188270795
465,0.205064288,PH,4,1,0.205064288
480,0.184597219,PH,4,1,0.184597219
495,0.176069273,PH,4,1,0.176069273
510,0.179874049,PH,4,1,0.179874049
525,0.142088691,PH,4,1,0.142088691
540,0.19063238,PH,4,1,0.19063238
555,0.199291525,PH,4,1,0.199291525
570,0.223563369,PH,4,1,0.223563369
585,0.19220677,PH,4,1,0.19220677
600,0.258987142,PH,4,1,0.258987142
615,0.213329835,PH,4,1,0.213329835
630,0.216347415,PH,4,1,0.216347415
645,0.247966413,PH,4,1,0.247966413
660,0.24849121,PH,4,1,0.24849121
675,0.296116505,PH,4,1,0.296116505
690,0.280241406,PH,4,1,0.280241406
705,0.284702178,PH,4,1,0.284702178
720,0.288900551,PH,4,1,0.288900551
735,0.25623196,PH,4,1,0.25623196
750,0.258855943,PH,4,1,0.258855943
765,0.306874836,PH,4,1,0.306874836
780,0.224744162,PH,4,1,0.224744162
795,0.251771189,PH,4,1,0.251771189
810,0.286145369,PH,4,1,0.286145369
825,0.29375492,PH,4,1,0.29375492
840,0.274599843,PH,4,1,0.274599843
855,0.322487536,PH,4,1,0.322487536
870,0.264497507,PH,4,1,0.264497507
885,0.270139071,PH,4,1,0.270139071
900,0.290868538,PH,4,1,0.290868538
915,0.325373918,PH,4,1,0.325373918
930,0.312647599,PH,4,1,0.312647599
945,0.344135398,PH,4,1,0.344135398
960,0.390711099,PH,4,1,0.390711099
975,0.411571766,PH,4,1,0.411571766
990,0.370900026,PH,4,1,0.370900026
1005,0.441485174,PH,4,1,0.441485174
1020,0.466806612,PH,4,1,0.466806612
1035,0.383626345,PH,4,1,0.383626345
1050,0.434531619,PH,4,1,0.434531619
1065,0.395565468,PH,4,1,0.395565468
1080,0.439648386,PH,4,1,0.439648386
1095,0.496588822,PH,4,1,0.496588822
1110,0.457097875,PH,4,1,0.457097875
1125,0.456704277,PH,4,1,0.456704277
1140,0.451456311,PH,4,1,0.451456311
1155,0.438073996,PH,4,1,0.438073996
1170,0.453686696,PH,4,1,0.453686696
1185,0.501049593,PH,4,1,0.501049593
1200,0.49685122,PH,4,1,0.49685122
1215,0.498819208,PH,4,1,0.498819208
1230,0.446601942,PH,4,1,0.446601942
1245,0.476777749,PH,4,1,0.476777749
1260,0.504067174,PH,4,1,0.504067174
1275,0.493833639,PH,4,1,0.493833639
1290,0.51876148,PH,4,1,0.51876148
1305,0.490291262,PH,4,1,0.490291262
1320,0.491865652,PH,4,1,0.491865652
1335,0.502623983,PH,4,1,0.502623983
1350,0.530700604,PH,4,1,0.530700604
1365,0.533849383,PH,4,1,0.533849383
1380,0.541458935,PH,4,1,0.541458935
1395,0.499212805,PH,4,1,0.499212805
1410,0.501967987,PH,4,1,0.501967987
1425,0.547100499,PH,4,1,0.547100499
1440,0.530175807,PH,4,1,0.530175807
1455,0.521123065,PH,4,1,0.521123065
1470,0.507478352,PH,4,1,0.507478352
1485,0.527289425,PH,4,1,0.527289425
1500,0.490028864,PH,4,1,0.490028864
1515,0.560089215,PH,4,1,0.560089215
1530,0.589871425,PH,4,1,0.589871425
1545,0.507084755,PH,4,1,0.507084755
1560,0.549462083,PH,4,1,0.549462083
1575,0.503542377,PH,4,1,0.503542377
1590,0.504591971,PH,4,1,0.504591971
1605,0.495408029,PH,4,1,0.495408029
1620,0.475990554,PH,4,1,0.475990554
1635,0.48596169,PH,4,1,0.48596169
1650,0.485174495,PH,4,1,0.485174495
1665,0.516662293,PH,4,1,0.516662293
1680,0.486486486,PH,4,1,0.486486486
1695,0.527551824,PH,4,1,0.527551824
1710,0.477171346,PH,4,1,0.477171346
1725,0.488979271,PH,4,1,0.488979271
1740,0.566386775,PH,4,1,0.566386775
1755,0.472710575,PH,4,1,0.472710575
1770,0.443059564,PH,4,1,0.443059564
1785,0.454080294,PH,4,1,0.454080294
1800,0.474284965,PH,4,1,0.474284965
1815,0.55628444,PH,4,1,0.55628444
1830,0.484912097,PH,4,1,0.484912097
1845,0.454998688,PH,4,1,0.454998688
1860,0.510495933,PH,4,1,0.510495933
1875,0.562975597,PH,4,1,0.562975597
1890,0.458672264,PH,4,1,0.458672264
1905,0.500655996,PH,4,1,0.500655996
1920,0.532930989,PH,4,1,0.532930989
1935,0.561270008,PH,4,1,0.561270008
1950,0.541852532,PH,4,1,0.541852532
1965,0.537916557,PH,4,1,0.537916557
1980,0.493571241,PH,4,1,0.493571241
1995,0.472448176,PH,4,1,0.472448176
2010,0.50157439,PH,4,1,0.50157439
2025,0.467331409,PH,4,1,0.467331409
2040,0.500655996,PH,4,1,0.500655996
2055,0.465232223,PH,4,1,0.465232223
2070,0.516268696,PH,4,1,0.516268696
2085,0.541852532,PH,4,1,0.541852532
2100,0.552479664,PH,4,1,0.552479664
2115,0.582655471,PH,4,1,0.582655471
2130,0.556415639,PH,4,1,0.556415639
2145,0.568879559,PH,4,1,0.568879559
2160,0.54224613,PH,4,1,0.54224613
2175,0.520691862,PH,4,1,0.520691862
2190,0.352042062,PH,4,1,0.352042062
2205,0.207250038,PH,4,1,0.207250038
2220,0.133208662,PH,4,1,0.133208662
2235,0.127285352,PH,4,1,0.127285352
2250,0.178456169,PH,4,1,0.178456169
2265,0.039751992,PH,4,1,0.039751992
2280,0.128930716,PH,4,1,0.128930716
2295,0.020994843,PH,4,1,0.020994843
2310,0.017375043,PH,4,1,0.017375043
2325,0.024450108,PH,4,1,0.024450108
2340,0.073811025,PH,4,1,0.073811025
2355,0.050446857,PH,4,1,0.050446857
2370,0.053243976,PH,4,1,0.053243976
2385,0.054395731,PH,4,1,0.054395731
2400,0.048472421,PH,4,1,0.048472421
2415,0.009477296,PH,4,1,0.009477296
2430,0.037283946,PH,4,1,0.037283946
2445,0.020336698,PH,4,1,0.020336698
2460,0.054066658,PH,4,1,0.054066658
2475,0.02115938,PH,4,1,0.02115938
2490,0.016552361,PH,4,1,0.016552361
2505,0.05307944,PH,4,1,0.05307944
2520,0.023298353,PH,4,1,0.023298353
2535,-0.016190381,PH,4,1,-0.016190381
2550,0.038271165,PH,4,1,0.038271165
2565,0.051434076,PH,4,1,0.051434076
2580,0.040574674,PH,4,1,0.040574674
2595,-0.010267071,PH,4,1,-0.010267071
2610,0.012438951,PH,4,1,0.012438951
2625,0.021488453,PH,4,1,0.021488453
2640,-0.057489015,PH,4,1,-0.057489015
2655,-0.056995406,PH,4,1,-0.056995406
2670,0.024121035,PH,4,1,0.024121035
2685,-0.011254289,PH,4,1,-0.011254289
2700,-0.014051408,PH,4,1,-0.014051408
0,0,iSH2,4,1,0
15,-0.048021978,iSH2,4,1,-0.048021978
30,-0.064505495,iSH2,4,1,-0.064505495
45,-0.007142857,iSH2,4,1,-0.007142857
60,0.006813187,iSH2,4,1,0.006813187
75,0.064835165,iSH2,4,1,0.064835165
90,0.049230769,iSH2,4,1,0.049230769
105,0.063186813,iSH2,4,1,0.063186813
120,0.087362637,iSH2,4,1,0.087362637
135,0.11967033,iSH2,4,1,0.11967033
150,0.088351648,iSH2,4,1,0.088351648
165,0.117032967,iSH2,4,1,0.117032967
180,0.145274725,iSH2,4,1,0.145274725
195,0.167362637,iSH2,4,1,0.167362637
210,0.152857143,iSH2,4,1,0.152857143
225,0.149120879,iSH2,4,1,0.149120879
240,0.152417582,iSH2,4,1,0.152417582
255,0.185164835,iSH2,4,1,0.185164835
270,0.151318681,iSH2,4,1,0.151318681
285,0.203296703,iSH2,4,1,0.203296703
300,0.179120879,iSH2,4,1,0.179120879
315,0.189010989,iSH2,4,1,0.189010989
330,0.156483516,iSH2,4,1,0.156483516
345,0.214395604,iSH2,4,1,0.214395604
360,0.204945055,iSH2,4,1,0.204945055
375,0.217912088,iSH2,4,1,0.217912088
390,0.192857143,iSH2,4,1,0.192857143
405,0.243956044,iSH2,4,1,0.243956044
420,0.243186813,iSH2,4,1,0.243186813
435,0.247472527,iSH2,4,1,0.247472527
450,0.267472527,iSH2,4,1,0.267472527
465,0.251758242,iSH2,4,1,0.251758242
480,0.258681319,iSH2,4,1,0.258681319
495,0.251868132,iSH2,4,1,0.251868132
510,0.262417582,iSH2,4,1,0.262417582
525,0.259120879,iSH2,4,1,0.259120879
540,0.297912088,iSH2,4,1,0.297912088
555,0.35978022,iSH2,4,1,0.35978022
570,0.365604396,iSH2,4,1,0.365604396
585,0.293186813,iSH2,4,1,0.293186813
600,0.364945055,iSH2,4,1,0.364945055
615,0.343296703,iSH2,4,1,0.343296703
630,0.387142857,iSH2,4,1,0.387142857
645,0.394945055,iSH2,4,1,0.394945055
660,0.375714286,iSH2,4,1,0.375714286
675,0.413626374,iSH2,4,1,0.413626374
690,0.373846154,iSH2,4,1,0.373846154
705,0.439010989,iSH2,4,1,0.439010989
720,0.431538462,iSH2,4,1,0.431538462
735,0.422967033,iSH2,4,1,0.422967033
750,0.418241758,iSH2,4,1,0.418241758
765,0.444285714,iSH2,4,1,0.444285714
780,0.420549451,iSH2,4,1,0.420549451
795,0.488791209,iSH2,4,1,0.488791209
810,0.487362637,iSH2,4,1,0.487362637
825,0.417912088,iSH2,4,1,0.417912088
840,0.477252747,iSH2,4,1,0.477252747
855,0.497802198,iSH2,4,1,0.497802198
870,0.472967033,iSH2,4,1,0.472967033
885,0.498021978,iSH2,4,1,0.498021978
900,0.495274725,iSH2,4,1,0.495274725
915,0.522967033,iSH2,4,1,0.522967033
930,0.498901099,iSH2,4,1,0.498901099
945,0.484175824,iSH2,4,1,0.484175824
960,0.516923077,iSH2,4,1,0.516923077
975,0.561978022,iSH2,4,1,0.561978022
990,0.517032967,iSH2,4,1,0.517032967
1005,0.615494505,iSH2,4,1,0.615494505
1020,0.611648352,iSH2,4,1,0.611648352
1035,0.589010989,iSH2,4,1,0.589010989
1050,0.626483516,iSH2,4,1,0.626483516
1065,0.603956044,iSH2,4,1,0.603956044
1080,0.656153846,iSH2,4,1,0.656153846
1095,0.611208791,iSH2,4,1,0.611208791
1110,0.656593407,iSH2,4,1,0.656593407
1125,0.668681319,iSH2,4,1,0.668681319
1140,0.647142857,iSH2,4,1,0.647142857
1155,0.635054945,iSH2,4,1,0.635054945
1170,0.575714286,iSH2,4,1,0.575714286
1185,0.653516484,iSH2,4,1,0.653516484
1200,0.625054945,iSH2,4,1,0.625054945
1215,0.66978022,iSH2,4,1,0.66978022
1230,0.684615385,iSH2,4,1,0.684615385
1245,0.706813187,iSH2,4,1,0.706813187
1260,0.718901099,iSH2,4,1,0.718901099
1275,0.739120879,iSH2,4,1,0.739120879
1290,0.691868132,iSH2,4,1,0.691868132
1305,0.681208791,iSH2,4,1,0.681208791
1320,0.711758242,iSH2,4,1,0.711758242
1335,0.685824176,iSH2,4,1,0.685824176
1350,0.735934066,iSH2,4,1,0.735934066
1365,0.696153846,iSH2,4,1,0.696153846
1380,0.732527473,iSH2,4,1,0.732527473
1395,0.727692308,iSH2,4,1,0.727692308
1410,0.68021978,iSH2,4,1,0.68021978
1425,0.753296703,iSH2,4,1,0.753296703
1440,0.772307692,iSH2,4,1,0.772307692
1455,0.71989011,iSH2,4,1,0.71989011
1470,0.738791209,iSH2,4,1,0.738791209
1485,0.751868132,iSH2,4,1,0.751868132
1500,0.768241758,iSH2,4,1,0.768241758
1515,0.788791209,iSH2,4,1,0.788791209
1530,0.760879121,iSH2,4,1,0.760879121
1545,0.715934066,iSH2,4,1,0.715934066
1560,0.73967033,iSH2,4,1,0.73967033
1575,0.677362637,iSH2,4,1,0.677362637
1590,0.807142857,iSH2,4,1,0.807142857
1605,0.693626374,iSH2,4,1,0.693626374
1620,0.761868132,iSH2,4,1,0.761868132
1635,0.761208791,iSH2,4,1,0.761208791
1650,0.745824176,iSH2,4,1,0.745824176
1665,0.76967033,iSH2,4,1,0.76967033
1680,0.750879121,iSH2,4,1,0.750879121
1695,0.765384615,iSH2,4,1,0.765384615
1710,0.733626374,iSH2,4,1,0.733626374
1725,0.725934066,iSH2,4,1,0.725934066
1740,0.768241758,iSH2,4,1,0.768241758
1755,0.748351648,iSH2,4,1,0.748351648
1770,0.702527473,iSH2,4,1,0.702527473
1785,0.768791209,iSH2,4,1,0.768791209
1800,0.749230769,iSH2,4,1,0.749230769
1815,0.842197802,iSH2,4,1,0.842197802
1830,0.780659341,iSH2,4,1,0.780659341
1845,0.801758242,iSH2,4,1,0.801758242
1860,0.833186813,iSH2,4,1,0.833186813
1875,0.829230769,iSH2,4,1,0.829230769
1890,0.798131868,iSH2,4,1,0.798131868
1905,0.781868132,iSH2,4,1,0.781868132
1920,0.803296703,iSH2,4,1,0.803296703
1935,0.865604396,iSH2,4,1,0.865604396
1950,0.796263736,iSH2,4,1,0.796263736
1965,0.886813187,iSH2,4,1,0.886813187
1980,0.79956044,iSH2,4,1,0.79956044
1995,0.807692308,iSH2,4,1,0.807692308
2010,0.796483516,iSH2,4,1,0.796483516
2025,0.868021978,iSH2,4,1,0.868021978
2040,0.839230769,iSH2,4,1,0.839230769
2055,0.783736264,iSH2,4,1,0.783736264
2070,0.857472527,iSH2,4,1,0.857472527
2085,0.84,iSH2,4,1,0.84
2100,0.85,iSH2,4,1,0.85
2115,0.941208791,iSH2,4,1,0.941208791
2130,0.880879121,iSH2,4,1,0.880879121
2145,0.947802198,iSH2,4,1,0.947802198
2160,0.893076923,iSH2,4,1,0.893076923
2175,0.297565965,iSH2,4,1,0.297565965
2190,-0.018776453,iSH2,4,1,-0.018776453
2205,0.031954958,iSH2,4,1,0.031954958
2220,-0.004927361,iSH2,4,1,-0.004927361
2235,0.01023375,iSH2,4,1,0.01023375
2250,0.131085301,iSH2,4,1,0.131085301
2265,-0.008280299,iSH2,4,1,-0.008280299
2280,0.074376913,iSH2,4,1,0.074376913
2295,0.006006133,iSH2,4,1,0.006006133
2310,-0.00667672,iSH2,4,1,-0.00667672
2325,-0.013674156,iSH2,4,1,-0.013674156
2340,-0.020525812,iSH2,4,1,-0.020525812
2355,-0.020380032,iSH2,4,1,-0.020380032
2370,0.008775951,iSH2,4,1,0.008775951
2385,0.041722212,iSH2,4,1,0.041722212
2400,0.046678729,iSH2,4,1,0.046678729
2415,-0.016881314,iSH2,4,1,-0.016881314
2430,0.023062383,iSH2,4,1,0.023062383
2445,0.015919167,iSH2,4,1,0.015919167
2460,0.012857789,iSH2,4,1,0.012857789
2475,-0.000262404,iSH2,4,1,-0.000262404
2490,0.020146784,iSH2,4,1,0.020146784
2505,0.046241389,iSH2,4,1,0.046241389
2520,0.025686421,iSH2,4,1,0.025686421
2535,-0.044287939,iSH2,4,1,-0.044287939
2550,0.030497158,iSH2,4,1,0.030497158
2565,-0.037436282,iSH2,4,1,-0.037436282
2580,0.017376966,iSH2,4,1,0.017376966
2595,-0.003178002,iSH2,4,1,-0.003178002
2610,0.030642938,iSH2,4,1,0.030642938
2625,-0.000408184,iSH2,4,1,-0.000408184
2640,-0.038602522,iSH2,4,1,-0.038602522
2655,-0.016443975,iSH2,4,1,-0.016443975
2670,0.06256874,iSH2,4,1,0.06256874
2685,-0.033791785,iSH2,4,1,-0.033791785
2700,0.019272105,iSH2,4,1,0.019272105
0,0,PH,4,2,0
15,0.076357911,PH,4,2,0.076357911
30,0.07347153,PH,4,2,0.07347153
45,0.106796117,PH,4,2,0.106796117
60,0.103516137,PH,4,2,0.103516137
75,0.100498557,PH,4,2,0.100498557
90,0.147074259,PH,4,2,0.147074259
105,0.163867751,PH,4,2,0.163867751
120,0.122146418,PH,4,2,0.122146418
135,0.176725269,PH,4,2,0.176725269
150,0.158750984,PH,4,2,0.158750984
165,0.16242456,PH,4,2,0.16242456
180,0.167934925,PH,4,2,0.167934925
195,0.199422724,PH,4,2,0.199422724
210,0.196405143,PH,4,2,0.196405143
225,0.198241931,PH,4,2,0.198241931
240,0.190894778,PH,4,2,0.190894778
255,0.206376279,PH,4,2,0.206376279
270,0.171214904,PH,4,2,0.171214904
285,0.211886644,PH,4,2,0.211886644
300,0.213592233,PH,4,2,0.213592233
315,0.207425872,PH,4,2,0.207425872
330,0.235108895,PH,4,2,0.235108895
345,0.18590921,PH,4,2,0.18590921
360,0.247966413,PH,4,2,0.247966413
375,0.301889268,PH,4,2,0.301889268
390,0.233928103,PH,4,2,0.233928103
405,0.239176069,PH,4,2,0.239176069
420,0.227630543,PH,4,2,0.227630543
435,0.269614274,PH,4,2,0.269614274
450,0.222776174,PH,4,2,0.222776174
465,0.236945684,PH,4,2,0.236945684
480,0.294542115,PH,4,2,0.294542115
495,0.344528995,PH,4,2,0.344528995
510,0.365914458,PH,4,2,0.365914458
525,0.328653897,PH,4,2,0.328653897
540,0.363290475,PH,4,2,0.363290475
555,0.34846497,PH,4,2,0.34846497
570,0.318157964,PH,4,2,0.318157964
585,0.341905012,PH,4,2,0.341905012
600,0.305431645,PH,4,2,0.305431645
615,0.352663343,PH,4,2,0.352663343
