time,value,readout,run,experiment,value_raw,value_post_inhib_scaled
1695,0.720024,iSH2,5,1,1.6309,0.720024
1710,0.635048439,iSH2,5,1,1.5054,0.635048439
1725,0.744941137,iSH2,5,1,1.6677,0.744941137
1740,0.816036228,iSH2,5,1,1.7727,0.816036228
1755,0.755842384,iSH2,5,1,1.6838,0.755842384
1770,0.737899338,iSH2,5,1,1.6573,0.737899338
1785,0.739524368,iSH2,5,1,1.6597,0.739524368
1800,0.89931905,iSH2,5,1,1.8957,0.89931905
1815,0.918548579,iSH2,5,1,1.9241,0.918548579
1830,0.901959724,iSH2,5,1,1.8996,0.901959724
1845,0.843187782,iSH2,5,1,1.8128,0.843187782
1860,0.731602344,iSH2,5,1,1.648,0.731602344
1875,0.796468151,iSH2,5,1,1.7438,0.796468151
1890,0.835604306,iSH2,5,1,1.8016,0.835604306
1905,0.836890789,iSH2,5,1,1.8035,0.836890789
1920,0.855917189,iSH2,5,1,1.8316,0.855917189
1935,0.771280176,iSH2,5,1,1.7066,0.771280176
1950,0.792676413,iSH2,5,1,1.7382,0.792676413
1965,0.759634123,iSH2,5,1,1.6894,0.759634123
1980,0.635319277,iSH2,5,1,1.5058,0.635319277
1995,0.837297046,iSH2,5,1,1.8041,0.837297046
2010,0.870881013,iSH2,5,1,1.8537,0.870881013
2025,0.771889562,iSH2,5,1,1.7075,0.771889562
2040,0.805744368,iSH2,5,1,1.7575,0.805744368
2055,0.79667128,iSH2,5,1,1.7441,0.79667128
2070,0.665991731,iSH2,5,1,1.5511,0.665991731
2085,0.730789829,iSH2,5,1,1.6468,0.730789829
2100,0.019287156,iSH2,5,1,1.0095,0.019287156
2115,0.244042018,iSH2,5,1,1.1096,0.244042018
2130,0.251676049,iSH2,5,1,1.113,0.251676049
2145,0.111344592,iSH2,5,1,1.0505,0.111344592
2160,0.225630531,iSH2,5,1,1.1014,0.225630531
2175,0.104384151,iSH2,5,1,1.0474,0.104384151
2190,0.190828329,iSH2,5,1,1.0859,0.190828329
2205,0.010755003,iSH2,5,1,1.0057,0.010755003
2220,0.173764024,iSH2,5,1,1.0783,0.173764024
2235,-0.022924547,iSH2,5,1,0.9907,-0.022924547
2250,0.127061715,iSH2,5,1,1.0575,0.127061715
2265,0.227426773,iSH2,5,1,1.1022,0.227426773
2280,0.133348564,iSH2,5,1,1.0603,0.133348564
2295,-0.18054484,iSH2,5,1,0.9205,-0.18054484
2310,0.023777762,iSH2,5,1,1.0115,0.023777762
2325,0.299276479,iSH2,5,1,1.1342,0.299276479
2340,0.13716558,iSH2,5,1,1.062,0.13716558
2355,0.052966705,iSH2,5,1,1.0245,0.052966705
2370,-0.046051171,iSH2,5,1,0.9804,-0.046051171
2385,-0.092304419,iSH2,5,1,0.9598,-0.092304419
2400,-0.053460672,iSH2,5,1,0.9771,-0.053460672
2415,-0.058400339,iSH2,5,1,0.9749,-0.058400339
2430,-0.009677257,iSH2,5,1,0.9966,-0.009677257
2445,-0.081526964,iSH2,5,1,0.9646,-0.081526964
2460,0.027819308,iSH2,5,1,1.0133,0.027819308
2475,-0.107572482,iSH2,5,1,0.953,-0.107572482
2490,-0.017086758,iSH2,5,1,0.9933,-0.017086758
2505,0.117631441,iSH2,5,1,1.0533,0.117631441
2520,0.032758975,iSH2,5,1,1.0155,0.032758975
2535,0.048476099,iSH2,5,1,1.0225,0.048476099
2550,0.010979533,iSH2,5,1,1.0058,0.010979533
2565,0.081931118,iSH2,5,1,1.0374,0.081931118
2580,0.017041852,iSH2,5,1,1.0085,0.017041852
2595,0.034330688,iSH2,5,1,1.0162,0.034330688
2610,0.206545452,iSH2,5,1,1.0929,0.206545452
2625,0.045332674,iSH2,5,1,1.0211,0.045332674
2640,0.079910345,iSH2,5,1,1.0365,0.079910345
2655,-0.12643303,iSH2,5,1,0.9446,-0.12643303
2670,-0.088936464,iSH2,5,1,0.9613,-0.088936464
2685,0.16410922,iSH2,5,1,1.074,0.16410922
2700,-0.012596152,iSH2,5,1,0.9953,-0.012596152
2715,0.091136862,iSH2,5,1,1.0415,0.091136862
2730,-0.010799909,iSH2,5,1,0.9961,-0.010799909
2745,-0.155397443,iSH2,5,1,0.9317,-0.155397443
2760,-0.168195672,iSH2,5,1,0.926,-0.168195672
2775,0.044883613,iSH2,5,1,1.0209,0.044883613
2790,0.138288231,iSH2,5,1,1.0625,0.138288231
2805,-0.046724762,iSH2,5,1,0.9801,-0.046724762
2820,-0.005186651,iSH2,5,1,0.9986,-0.005186651
2835,0.051844054,iSH2,5,1,1.024,0.051844054
2850,0.060151676,iSH2,5,1,1.0277,0.060151676
1650,0.553043821,PH,5,1,1.3137,0.553043821
1665,0.495709787,PH,5,1,1.27,0.495709787
1680,0.530477565,PH,5,1,1.2965,0.530477565
1695,0.597913933,PH,5,1,1.3479,0.597913933
1710,0.589910785,PH,5,1,1.3418,0.589910785
1725,0.615888218,PH,5,1,1.3616,0.615888218
1740,0.594896353,PH,5,1,1.3456,0.594896353
1755,0.5405799,PH,5,1,1.3042,0.5405799
1770,0.62966413,PH,5,1,1.3721,0.62966413
1785,0.573248491,PH,5,1,1.3291,0.573248491
1800,0.947297297,PH,5,1,1.6142,0.947297297
1815,1.32029651,PH,5,1,1.8985,1.32029651
1830,1.590829179,PH,5,1,2.1047,1.590829179
1845,1.524836001,PH,5,1,2.0544,1.524836001
1860,1.170991866,PH,5,1,1.7847,1.170991866
1875,1.486263448,PH,5,1,2.025,1.486263448
1890,1.341419575,PH,5,1,1.9146,1.341419575
1905,1.293400682,PH,5,1,1.878,1.293400682
1920,1.384059302,PH,5,1,1.9471,1.384059302
1935,1.527328785,PH,5,1,2.0563,1.527328785
1950,1.466583574,PH,5,1,2.01,1.466583574
1965,1.36398583,PH,5,1,1.9318,1.36398583
1980,1.524704802,PH,5,1,2.0543,1.524704802
1995,1.484820257,PH,5,1,2.0239,1.484820257
2010,1.450314878,PH,5,1,1.9976,1.450314878
2025,1.298517449,PH,5,1,1.8819,1.298517449
2040,1.39849121,PH,5,1,1.9581,1.39849121
2055,1.3374836,PH,5,1,1.9116,1.3374836
2070,1.233573865,PH,5,1,1.8324,1.233573865
2085,1.350603516,PH,5,1,1.9216,1.350603516
2100,0.058947783,PH,5,1,0.9371,0.058947783
2115,1.392718447,PH,5,1,1.9537,1.392718447
2130,1.38117292,PH,5,1,1.9449,1.38117292
2145,1.454775649,PH,5,1,2.001,1.454775649
2160,1.478653897,PH,5,1,2.0192,1.478653897
2175,1.306520598,PH,5,1,1.888,1.306520598
2190,1.477604303,PH,5,1,2.0184,1.477604303
2205,1.34220677,PH,5,1,1.9152,1.34220677
2220,1.330005248,PH,5,1,1.9059,1.330005248
2235,1.20156127,PH,5,1,1.808,1.20156127
2250,1.261912884,PH,5,1,1.854,1.261912884
2265,1.189490947,PH,5,1,1.7988,1.189490947
2280,1.307701391,PH,5,1,1.8889,1.307701391
2295,1.20930202,PH,5,1,1.8139,1.20930202
2310,1.15629756,PH,5,1,1.7735,1.15629756
2325,1.184636578,PH,5,1,1.7951,1.184636578
2340,1.263618473,PH,5,1,1.8553,1.263618473
2355,1.152755182,PH,5,1,1.7708,1.152755182
2370,1.230818683,PH,5,1,1.8303,1.230818683
2385,1.175452637,PH,5,1,1.7881,1.175452637
2400,1.083088428,PH,5,1,1.7177,1.083088428
2415,1.042416689,PH,5,1,1.6867,1.042416689
2430,1.25469693,PH,5,1,1.8485,1.25469693
2445,1.200380478,PH,5,1,1.8071,1.200380478
2460,1.165743899,PH,5,1,1.7807,1.165743899
2475,1.096339543,PH,5,1,1.7278,1.096339543
2490,1.101062713,PH,5,1,1.7314,1.101062713
2505,1.166531094,PH,5,1,1.7813,1.166531094
2520,0.995053792,PH,5,1,1.6506,0.995053792
2535,1.203660457,PH,5,1,1.8096,1.203660457
2550,1.195788507,PH,5,1,1.8036,1.195788507
2565,1.057635791,PH,5,1,1.6983,1.057635791
2580,1.033495146,PH,5,1,1.6799,1.033495146
2595,1.124678562,PH,5,1,1.7494,1.124678562
2610,1.031395959,PH,5,1,1.6783,1.031395959
2625,1.008698504,PH,5,1,1.661,1.008698504
2640,0.92971661,PH,5,1,1.6008,0.92971661
2655,0.925518237,PH,5,1,1.5976,0.925518237
2670,0.847454736,PH,5,1,1.5381,0.847454736
2685,1.084925216,PH,5,1,1.7191,1.084925216
2700,1.011716085,PH,5,1,1.6633,1.011716085
2715,0.989149829,PH,5,1,1.6461,0.989149829
2730,0.8999344,PH,5,1,1.5781,0.8999344
2745,0.923025453,PH,5,1,1.5957,0.923025453
2760,0.944673314,PH,5,1,1.6122,0.944673314
2775,1.084662818,PH,5,1,1.7189,1.084662818
2790,0.922500656,PH,5,1,1.5953,0.922500656
2805,0.878942535,PH,5,1,1.5621,0.878942535
2820,0.898622409,PH,5,1,1.5771,0.898622409
2835,0.893505642,PH,5,1,1.5732,0.893505642
2850,0.880254526,PH,5,1,1.5631,0.880254526
1650,0.517978522,iSH2,6,1,1.3325,0.517978522
1665,0.496108318,iSH2,6,1,1.3002,0.496108318
1680,0.50267615,iSH2,6,1,1.3099,0.50267615
1695,0.497327091,iSH2,6,1,1.302,0.497327091
1710,0.536124698,iSH2,6,1,1.3593,0.536124698
1725,0.459748257,iSH2,6,1,1.2465,0.459748257
1740,0.512900301,iSH2,6,1,1.325,0.512900301
1755,0.45223249,iSH2,6,1,1.2354,0.45223249
1770,0.505858502,iSH2,6,1,1.3146,0.505858502
1785,0.466519218,iSH2,6,1,1.2565,0.466519218
1800,0.562260607,iSH2,6,1,1.3979,0.562260607
1815,0.568015924,iSH2,6,1,1.4064,0.568015924
1830,0.459951386,iSH2,6,1,1.2468,0.459951386
1845,0.498816702,iSH2,6,1,1.3042,0.498816702
1860,0.533619442,iSH2,6,1,1.3556,0.533619442
1875,0.488457132,iSH2,6,1,1.2889,0.488457132
1890,0.434560282,iSH2,6,1,1.2093,0.434560282
1905,0.449524106,iSH2,6,1,1.2314,0.449524106
1920,0.509853369,iSH2,6,1,1.3205,0.509853369
1935,0.427247644,iSH2,6,1,1.1985,0.427247644
1950,0.461305578,iSH2,6,1,1.2488,0.461305578
1965,0.391090712,iSH2,6,1,1.1451,0.391090712
1980,0.46089932,iSH2,6,1,1.2482,0.46089932
1995,0.442346887,iSH2,6,1,1.2208,0.442346887
2010,0.525561998,iSH2,6,1,1.3437,0.525561998
2025,0.474712081,iSH2,6,1,1.2686,0.474712081
2040,0.474373533,iSH2,6,1,1.2681,0.474373533
2055,0.463539995,iSH2,6,1,1.2521,0.463539995
2070,0.472748502,iSH2,6,1,1.2657,0.472748502
2085,0.510327336,iSH2,6,1,1.3212,0.510327336
2100,0.375111243,iSH2,6,1,1.1215,0.375111243
2115,-0.405968724,iSH2,6,1,0.7651,-0.405968724
2130,-0.269871457,iSH2,6,1,0.8272,-0.269871457
2145,-0.206534725,iSH2,6,1,0.8561,-0.206534725
2160,-0.443444783,iSH2,6,1,0.748,-0.443444783
2175,-0.432486871,iSH2,6,1,0.753,-0.432486871
2190,-0.349425898,iSH2,6,1,0.7909,-0.349425898
2205,-0.28061021,iSH2,6,1,0.8223,-0.28061021
2220,-0.279514419,iSH2,6,1,0.8228,-0.279514419
2235,-0.272501355,iSH2,6,1,0.826,-0.272501355
2250,-0.287842432,iSH2,6,1,0.819,-0.287842432
2265,-0.135965772,iSH2,6,1,0.8883,-0.135965772
2280,-0.123692911,iSH2,6,1,0.8939,-0.123692911
2295,-0.423501383,iSH2,6,1,0.7571,-0.423501383
2310,-0.169935299,iSH2,6,1,0.8728,-0.169935299
2325,-0.095859814,iSH2,6,1,0.9066,-0.095859814
2340,-0.101557928,iSH2,6,1,0.904,-0.101557928
2355,-0.192070281,iSH2,6,1,0.8627,-0.192070281
2370,-0.08512106,iSH2,6,1,0.9115,-0.08512106
2385,-0.103749511,iSH2,6,1,0.903,-0.103749511
2400,-0.144293785,iSH2,6,1,0.8845,-0.144293785
2415,-0.211356207,iSH2,6,1,0.8539,-0.211356207
2430,0.065002334,iSH2,6,1,0.98,0.065002334
2445,-0.066930926,iSH2,6,1,0.9198,-0.066930926
2460,-0.073286515,iSH2,6,1,0.9169,-0.073286515
2475,-0.094106548,iSH2,6,1,0.9074,-0.094106548
2490,0.037388396,iSH2,6,1,0.9674,0.037388396
2505,0.115847046,iSH2,6,1,1.0032,0.115847046
2520,-0.175852572,iSH2,6,1,0.8701,-0.175852572
2535,0.024677218,iSH2,6,1,0.9616,0.024677218
2550,-0.004470828,iSH2,6,1,0.9483,-0.004470828
2565,-0.153060115,iSH2,6,1,0.8805,-0.153060115
2580,-0.036029615,iSH2,6,1,0.9339,-0.036029615
2595,-0.072629041,iSH2,6,1,0.9172,-0.072629041
2610,0.031251965,iSH2,6,1,0.9646,0.031251965
2625,-0.057068806,iSH2,6,1,0.9243,-0.057068806
2640,-0.112734999,iSH2,6,1,0.8989,-0.112734999
2655,-0.178482471,iSH2,6,1,0.8689,-0.178482471
2670,-0.202809035,iSH2,6,1,0.8578,-0.202809035
2685,0.01941742,iSH2,6,1,0.9592,0.01941742
2700,0.024677218,iSH2,6,1,0.9616,0.024677218
2715,-0.145170418,iSH2,6,1,0.8841,-0.145170418
2730,-0.045891735,iSH2,6,1,0.9294,-0.045891735
2745,-0.073067357,iSH2,6,1,0.917,-0.073067357
2760,0.020294053,iSH2,6,1,0.9596,0.020294053
2775,0.083192468,iSH2,6,1,0.9883,0.083192468
2790,0.041333244,iSH2,6,1,0.9692,0.041333244
2805,0.065878967,iSH2,6,1,0.9804,0.065878967
2820,0.048127149,iSH2,6,1,0.9723,0.048127149
2835,-0.108570992,iSH2,6,1,0.9008,-0.108570992
2850,0.113874621,iSH2,6,1,1.0023,0.113874621
1650,0.374612962,PH,6,1,1.1777,0.374612962
1665,0.328955655,PH,6,1,1.1429,0.328955655
1680,0.243020205,PH,6,1,1.0774,0.243020205
1695,0.414366308,PH,6,1,1.208,0.414366308
1710,0.456874836,PH,6,1,1.2404,0.456874836
1725,0.228325899,PH,6,1,1.0662,0.228325899
1740,0.275688796,PH,6,1,1.1023,0.275688796
1755,0.276344791,PH,6,1,1.1028,0.276344791
1770,0.359000262,PH,6,1,1.1658,0.359000262
1785,0.302059827,PH,6,1,1.1224,0.302059827
1800,0.49059302,PH,6,1,1.2661,0.49059302
1815,0.876187352,PH,6,1,1.56,0.876187352
1830,0.824232485,PH,6,1,1.5204,0.824232485
1845,0.911479927,PH,6,1,1.5869,0.911479927
1860,0.844568355,PH,6,1,1.5359,0.844568355
1875,0.926830228,PH,6,1,1.5986,0.926830228
1890,0.880779323,PH,6,1,1.5635,0.880779323
1905,0.840894778,PH,6,1,1.5331,0.840894778
1920,0.901377591,PH,6,1,1.5792,0.901377591
1935,0.722946733,PH,6,1,1.4432,0.722946733
1950,1.015914458,PH,6,1,1.6665,1.015914458
1965,0.85939386,PH,6,1,1.5472,0.85939386
1980,1.022605615,PH,6,1,1.6716,1.022605615
1995,0.990986618,PH,6,1,1.6475,0.990986618
2010,0.978785096,PH,6,1,1.6382,0.978785096
2025,0.762044083,PH,6,1,1.473,0.762044083
2040,0.779231173,PH,6,1,1.4861,0.779231173
2055,0.886945684,PH,6,1,1.5682,0.886945684
2070,0.838795592,PH,6,1,1.5315,0.838795592
2085,0.946247704,PH,6,1,1.6134,0.946247704
2100,0.182668591,PH,6,1,1.0314,0.182668591
2115,1.314786145,PH,6,1,1.8943,1.314786145
2130,0.986525846,PH,6,1,1.6441,0.986525846
2145,1.040317502,PH,6,1,1.6851,1.040317502
2160,1.151443191,PH,6,1,1.7698,1.151443191
2175,1.112739438,PH,6,1,1.7403,1.112739438
2190,0.985607452,PH,6,1,1.6434,0.985607452
2205,1.139897665,PH,6,1,1.761,1.139897665
2220,1.056848596,PH,6,1,1.6977,1.056848596
2235,1.052519024,PH,6,1,1.6944,1.052519024
2250,0.982721071,PH,6,1,1.6412,0.982721071
2265,1.178339019,PH,6,1,1.7903,1.178339019
2280,1.087942797,PH,6,1,1.7214,1.087942797
2295,0.83118604,PH,6,1,1.5257,0.83118604
2310,0.881828916,PH,6,1,1.5643,0.881828916
2325,1.004500131,PH,6,1,1.6578,1.004500131
2340,0.953332459,PH,6,1,1.6188,0.953332459
2355,0.894030438,PH,6,1,1.5736,0.894030438
2370,1.023524009,PH,6,1,1.6723,1.023524009
2385,0.753647337,PH,6,1,1.4666,0.753647337
2400,0.92971661,PH,6,1,1.6008,0.92971661
2415,0.784741538,PH,6,1,1.4903,0.784741538
2430,0.835778011,PH,6,1,1.5292,0.835778011
2445,0.81098137,PH,6,1,1.5103,0.81098137
2460,0.844305956,PH,6,1,1.5357,0.844305956
2475,0.87972973,PH,6,1,1.5627,0.87972973
2490,0.897310417,PH,6,1,1.5761,0.897310417
2505,0.891931252,PH,6,1,1.572,0.891931252
2520,0.818328523,PH,6,1,1.5159,0.818328523
2535,0.884846497,PH,6,1,1.5666,0.884846497
2550,0.940868538,PH,6,1,1.6093,0.940868538
2565,0.909774337,PH,6,1,1.5856,0.909774337
2580,0.8374836,PH,6,1,1.5305,0.8374836
2595,0.818066124,PH,6,1,1.5157,0.818066124
2610,0.825544477,PH,6,1,1.5214,0.825544477
2625,0.84535555,PH,6,1,1.5365,0.84535555
2640,0.809013382,PH,6,1,1.5088,0.809013382
2655,0.784479139,PH,6,1,1.4901,0.784479139
2670,0.773720808,PH,6,1,1.4819,0.773720808
2685,0.9155471,PH,6,1,1.59,0.9155471
2700,0.831448439,PH,6,1,1.5259,0.831448439
2715,0.816229336,PH,6,1,1.5143,0.816229336
2730,0.809144581,PH,6,1,1.5089,0.809144581
2745,0.681618998,PH,6,1,1.4117,0.681618998
2760,0.703922855,PH,6,1,1.4287,0.703922855
2775,0.839976384,PH,6,1,1.5324,0.839976384
2790,0.801928628,PH,6,1,1.5034,0.801928628
2805,0.804159013,PH,6,1,1.5051,0.804159013
2820,0.685030176,PH,6,1,1.4143,0.685030176
2835,0.686210968,PH,6,1,1.4152,0.686210968
2850,0.660627132,PH,6,1,1.3957,0.660627132
1650,0.546822816,iSH2,7,1,1.3751,0.546822816
1665,0.55488026,iSH2,7,1,1.387,0.55488026
1680,0.556302162,iSH2,7,1,1.3891,0.556302162
1695,0.555083389,iSH2,7,1,1.3873,0.555083389
1710,0.601125924,iSH2,7,1,1.4553,0.601125924
1725,0.572958726,iSH2,7,1,1.4137,0.572958726
1740,0.571875372,iSH2,7,1,1.4121,0.571875372
1755,0.579865106,iSH2,7,1,1.4239,0.579865106
1770,0.586568358,iSH2,7,1,1.4338,0.586568358
1785,0.608641691,iSH2,7,1,1.4664,0.608641691
1800,0.656038418,iSH2,7,1,1.5364,0.656038418
1815,0.626313899,iSH2,7,1,1.4925,0.626313899
1830,0.617037683,iSH2,7,1,1.4788,0.617037683
1845,0.576547335,iSH2,7,1,1.419,0.576547335
1860,0.6939558,iSH2,7,1,1.5924,0.6939558
1875,0.603969728,iSH2,7,1,1.4595,0.603969728
1890,0.578036947,iSH2,7,1,1.4212,0.578036947
1905,0.583859973,iSH2,7,1,1.4298,0.583859973
1920,0.634371343,iSH2,7,1,1.5044,0.634371343
1935,0.615480361,iSH2,7,1,1.4765,0.615480361
1950,0.54959891,iSH2,7,1,1.3792,0.54959891
1965,0.583792264,iSH2,7,1,1.4297,0.583792264
1980,0.573568112,iSH2,7,1,1.4146,0.573568112
1995,0.586906906,iSH2,7,1,1.4343,0.586906906
2010,0.559281385,iSH2,7,1,1.3935,0.559281385
2025,0.584063102,iSH2,7,1,1.4301,0.584063102
2040,0.549192653,iSH2,7,1,1.3786,0.549192653
2055,0.559078256,iSH2,7,1,1.3932,0.559078256
2070,0.584063102,iSH2,7,1,1.4301,0.584063102
2085,0.594151834,iSH2,7,1,1.445,0.594151834
2100,0.440451018,iSH2,7,1,1.218,0.440451018
2115,-0.511519237,iSH2,7,1,1.0519,-0.511519237
2130,-0.723004501,iSH2,7,1,1.015,-0.723004501
2145,-0.289144487,iSH2,7,1,1.0907,-0.289144487
2160,-0.724150762,iSH2,7,1,1.0148,-0.724150762
2175,-0.481143304,iSH2,7,1,1.0572,-0.481143304
2190,-0.597488856,iSH2,7,1,1.0369,-0.597488856
2205,-0.788914543,iSH2,7,1,1.0035,-0.788914543
2220,-0.195724167,iSH2,7,1,1.107,-0.195724167
2235,-0.350469483,iSH2,7,1,1.08,-0.350469483
2250,-0.324105466,iSH2,7,1,1.0846,-0.324105466
2265,-0.635315489,iSH2,7,1,1.0303,-0.635315489
2280,-0.172798935,iSH2,7,1,1.111,-0.172798935
2295,-0.36995593,iSH2,7,1,1.0766,-0.36995593
2310,-0.232977669,iSH2,7,1,1.1005,-0.232977669
2325,0.002005958,iSH2,7,1,1.1415,0.002005958
2340,-0.085109923,iSH2,7,1,1.1263,-0.085109923
2355,-0.163055712,iSH2,7,1,1.1127,-0.163055712
2370,-1.029056347,iSH2,7,1,0.9616,-1.029056347
2385,-0.713834408,iSH2,7,1,1.0166,-0.713834408
2400,-0.467961296,iSH2,7,1,1.0595,-0.467961296
2415,-0.221515053,iSH2,7,1,1.1025,-0.221515053
2430,0.15445875,iSH2,7,1,1.1681,0.15445875
2445,-0.390015508,iSH2,7,1,1.0731,-0.390015508
2460,0.071927915,iSH2,7,1,1.1537,0.071927915
2475,-0.346457567,iSH2,7,1,1.0807,-0.346457567
2490,-0.443889803,iSH2,7,1,1.0637,-0.443889803
2505,0.056453384,iSH2,7,1,1.151,0.056453384
2520,-0.078805485,iSH2,7,1,1.1274,-0.078805485
2535,-0.069062261,iSH2,7,1,1.1291,-0.069062261
2550,-0.034674413,iSH2,7,1,1.1351,-0.034674413
2565,-0.161336319,iSH2,7,1,1.113,-0.161336319
2580,0.086829316,iSH2,7,1,1.1563,0.086829316
2595,-0.122936556,iSH2,7,1,1.1197,-0.122936556
2610,0.06848913,iSH2,7,1,1.1531,0.06848913
2625,-0.020919274,iSH2,7,1,1.1375,-0.020919274
2640,-0.435292841,iSH2,7,1,1.0652,-0.435292841
2655,-0.654228805,iSH2,7,1,1.027,-0.654228805
2670,-0.434146579,iSH2,7,1,1.0654,-0.434146579
2685,0.29831458,iSH2,7,1,1.1932,0.29831458
2700,0.031235628,iSH2,7,1,1.1466,0.031235628
2715,-0.016907359,iSH2,7,1,1.1382,-0.016907359
2730,-0.004298481,iSH2,7,1,1.1404,-0.004298481
2745,-0.004871612,iSH2,7,1,1.1403,-0.004871612
2760,0.008883527,iSH2,7,1,1.1427,0.008883527
2775,0.304619019,iSH2,7,1,1.1943,0.304619019
2790,0.088548708,iSH2,7,1,1.1566,0.088548708
2805,0.049002683,iSH2,7,1,1.1497,0.049002683
2820,0.113766463,iSH2,7,1,1.161,0.113766463
2835,-0.249025331,iSH2,7,1,1.0977,-0.249025331
2850,-0.289717618,iSH2,7,1,1.0906,-0.289717618
1650,0.411217528,PH,7,1,1.2056,0.411217528
1665,0.355851483,PH,7,1,1.1634,0.355851483
1680,0.342993965,PH,7,1,1.1536,0.342993965
1695,0.347454736,PH,7,1,1.157,0.347454736
1710,0.381566518,PH,7,1,1.183,0.381566518
1725,0.451889268,PH,7,1,1.2366,0.451889268
1740,0.410692732,PH,7,1,1.2052,0.410692732
1755,0.392062451,PH,7,1,1.191,0.392062451
1770,0.30940698,PH,7,1,1.128,0.30940698
1785,0.349160325,PH,7,1,1.1583,0.349160325
1800,0.420139071,PH,7,1,1.2124,0.420139071
1815,0.4937418,PH,7,1,1.2685,0.4937418
1830,0.667580687,PH,7,1,1.401,0.667580687
1845,0.747480976,PH,7,1,1.4619,0.747480976
1860,0.661283128,PH,7,1,1.3962,0.661283128
1875,0.645539229,PH,7,1,1.3842,0.645539229
1890,0.663644713,PH,7,1,1.398,0.663644713
1905,0.695526109,PH,7,1,1.4223,0.695526109
1920,0.639635266,PH,7,1,1.3797,0.639635266
1935,0.619299396,PH,7,1,1.3642,0.619299396
1950,0.638716872,PH,7,1,1.379,0.638716872
1965,0.640291262,PH,7,1,1.3802,0.640291262
1980,0.580989242,PH,7,1,1.335,0.580989242
1995,0.520506429,PH,7,1,1.2889,0.520506429
2010,0.572198898,PH,7,1,1.3283,0.572198898
2025,0.601193912,PH,7,1,1.3504,0.601193912
2040,0.556454999,PH,7,1,1.3163,0.556454999
2055,0.599225925,PH,7,1,1.3489,0.599225925
2070,0.502007347,PH,7,1,1.2748,0.502007347
2085,0.542285489,PH,7,1,1.3055,0.542285489
2100,0.080726843,PH,7,1,0.9537,0.080726843
2115,0.622185778,PH,7,1,1.3664,0.622185778
2130,0.584794017,PH,7,1,1.3379,0.584794017
2145,0.582563632,PH,7,1,1.3362,0.582563632
2160,0.619168197,PH,7,1,1.3641,0.619168197
2175,0.548976647,PH,7,1,1.3106,0.548976647
2190,0.62507216,PH,7,1,1.3686,0.62507216
2205,0.588073996,PH,7,1,1.3404,0.588073996
2220,0.524048806,PH,7,1,1.2916,0.524048806
2235,0.599619522,PH,7,1,1.3492,0.599619522
2250,0.577053267,PH,7,1,1.332,0.577053267
2265,0.554355812,PH,7,1,1.3147,0.554355812
2280,0.537693519,PH,7,1,1.302,0.537693519
2295,0.501876148,PH,7,1,1.2747,0.501876148
2310,0.576266072,PH,7,1,1.3314,0.576266072
2325,0.506074521,PH,7,1,1.2779,0.506074521
2340,0.479047494,PH,7,1,1.2573,0.479047494
2355,0.545565468,PH,7,1,1.308,0.545565468
2370,0.551731829,PH,7,1,1.3127,0.551731829
2385,0.494528995,PH,7,1,1.2691,0.494528995
2400,0.59214117,PH,7,1,1.3435,0.59214117
2415,0.627302545,PH,7,1,1.3703,0.627302545
2430,0.596601942,PH,7,1,1.3469,0.596601942
2445,0.563933351,PH,7,1,1.322,0.563933351
2460,0.549370244,PH,7,1,1.3109,0.549370244
2475,0.585450013,PH,7,1,1.3384,0.585450013
2490,0.490855419,PH,7,1,1.2663,0.490855419
2505,0.524311204,PH,7,1,1.2918,0.524311204
2520,0.52654159,PH,7,1,1.2935,0.52654159
2535,0.506074521,PH,7,1,1.2779,0.506074521
2550,0.55002624,PH,7,1,1.3114,0.55002624
2565,0.438506954,PH,7,1,1.2264,0.438506954
2580,0.437063763,PH,7,1,1.2253,0.437063763
2595,0.515783259,PH,7,1,1.2853,0.515783259
2610,0.615494621,PH,7,1,1.3613,0.615494621
2625,0.524442404,PH,7,1,1.2919,0.524442404
2640,0.538611913,PH,7,1,1.3027,0.538611913
2655,0.562358961,PH,7,1,1.3208,0.562358961
2670,0.474717922,PH,7,1,1.254,0.474717922
2685,0.372120178,PH,7,1,1.1758,0.372120178
2700,0.470519549,PH,7,1,1.2508,0.470519549
2715,0.461073209,PH,7,1,1.2436,0.461073209
2730,0.460810811,PH,7,1,1.2434,0.460810811
2745,0.598963527,PH,7,1,1.3487,0.598963527
2760,0.500432957,PH,7,1,1.2736,0.500432957
2775,0.479834689,PH,7,1,1.2579,0.479834689
2790,0.486657045,PH,7,1,1.2631,0.486657045
2805,0.429323012,PH,7,1,1.2194,0.429323012
2820,0.519456835,PH,7,1,1.2881,0.519456835
2835,0.520900026,PH,7,1,1.2892,0.520900026
2850,0.45005248,PH,7,1,1.2352,0.45005248
1650,0.692804737,iSH2,9,1,1.5907,0.692804737
1665,0.745753652,iSH2,9,1,1.6689,0.745753652
1680,0.747175554,iSH2,9,1,1.671,0.747175554
1695,0.731873182,iSH2,9,1,1.6484,0.731873182
1710,0.78103036,iSH2,9,1,1.721,0.78103036
1725,0.695242283,iSH2,9,1,1.5943,0.695242283
1740,0.746972425,iSH2,9,1,1.6707,0.746972425
1755,0.777644879,iSH2,9,1,1.716,0.777644879
1770,0.74615991,iSH2,9,1,1.6695,0.74615991
1785,0.788884675,iSH2,9,1,1.7326,0.788884675
1800,0.857339091,iSH2,9,1,1.8337,0.857339091
