time,value,readout,run,experiment,value_raw,value_post_inhib_scaled
1815,0.93743956,iSH2,9,1,1.952,0.93743956
1830,0.930736309,iSH2,9,1,1.9421,0.930736309
1845,0.796874409,iSH2,9,1,1.7444,0.796874409
1860,0.864651729,iSH2,9,1,1.8445,0.864651729
1875,0.853547353,iSH2,9,1,1.8281,0.853547353
1890,0.90101179,iSH2,9,1,1.8982,0.90101179
1905,0.874672751,iSH2,9,1,1.8593,0.874672751
1920,0.851854612,iSH2,9,1,1.8256,0.851854612
1935,0.835604306,iSH2,9,1,1.8016,0.835604306
1950,0.827276024,iSH2,9,1,1.7893,0.827276024
1965,0.771144757,iSH2,9,1,1.7064,0.771144757
1980,0.862552731,iSH2,9,1,1.8414,0.862552731
1995,0.811025717,iSH2,9,1,1.7653,0.811025717
2010,0.77060308,iSH2,9,1,1.7056,0.77060308
2025,0.811296556,iSH2,9,1,1.7657,0.811296556
2040,0.822333222,iSH2,9,1,1.782,0.822333222
2055,0.825515574,iSH2,9,1,1.7867,0.825515574
2070,0.813530973,iSH2,9,1,1.769,0.813530973
2085,0.88889177,iSH2,9,1,1.8803,0.88889177
2100,0.469851326,iSH2,9,1,1.3044,0.469851326
2115,-0.126082361,iSH2,9,1,1.2102,-0.126082361
2130,-0.132408621,iSH2,9,1,1.2092,-0.132408621
2145,-0.159611538,iSH2,9,1,1.2049,-0.159611538
2160,-0.482883421,iSH2,9,1,1.1538,-0.482883421
2175,-0.509453713,iSH2,9,1,1.1496,-0.509453713
2190,-1.011758752,iSH2,9,1,1.0702,-1.011758752
2205,-0.250077055,iSH2,9,1,1.1906,-0.250077055
2220,-0.44682374,iSH2,9,1,1.1595,-0.44682374
2235,-0.338644695,iSH2,9,1,1.1766,-0.338644695
2250,-0.429110212,iSH2,9,1,1.1623,-0.429110212
2265,-0.344338328,iSH2,9,1,1.1757,-0.344338328
2280,0.21490305,iSH2,9,1,1.2641,0.21490305
2295,-0.4215187,iSH2,9,1,1.1635,-0.4215187
2310,-0.043840981,iSH2,9,1,1.2232,-0.043840981
2325,-0.110899337,iSH2,9,1,1.2126,-0.110899337
2340,0.41860862,iSH2,9,1,1.2963,0.41860862
2355,-0.031188462,iSH2,9,1,1.2252,-0.031188462
2370,-0.294993501,iSH2,9,1,1.1835,-0.294993501
2385,0.066868568,iSH2,9,1,1.2407,0.066868568
2400,0.276267772,iSH2,9,1,1.2738,0.276267772
2415,0.059909682,iSH2,9,1,1.2396,0.059909682
2430,-0.310809151,iSH2,9,1,1.181,-0.310809151
2445,0.137090053,iSH2,9,1,1.2518,0.137090053
2460,0.317388461,iSH2,9,1,1.2803,0.317388461
2475,-0.146959018,iSH2,9,1,1.2069,-0.146959018
2490,-0.035616843,iSH2,9,1,1.2245,-0.035616843
2505,-0.257035941,iSH2,9,1,1.1895,-0.257035941
2520,0.075092705,iSH2,9,1,1.242,0.075092705
2535,0.498952121,iSH2,9,1,1.309,0.498952121
2550,-0.166570424,iSH2,9,1,1.2038,-0.166570424
2565,0.137722679,iSH2,9,1,1.2519,0.137722679
2580,0.02701313,iSH2,9,1,1.2344,0.02701313
2595,-0.346236206,iSH2,9,1,1.1754,-0.346236206
2610,-0.007148674,iSH2,9,1,1.229,-0.007148674
2625,0.140253183,iSH2,9,1,1.2523,0.140253183
2640,-0.530962997,iSH2,9,1,1.1462,-0.530962997
2655,0.132029045,iSH2,9,1,1.251,0.132029045
2670,-0.034351591,iSH2,9,1,1.2247,-0.034351591
2685,0.21173992,iSH2,9,1,1.2636,0.21173992
2700,0.297777055,iSH2,9,1,1.2772,0.297777055
2715,0.269308886,iSH2,9,1,1.2727,0.269308886
2730,-0.038779973,iSH2,9,1,1.224,-0.038779973
2745,-0.143795888,iSH2,9,1,1.2074,-0.143795888
2760,-0.097614191,iSH2,9,1,1.2147,-0.097614191
2775,-0.01727069,iSH2,9,1,1.2274,-0.01727069
2790,0.039033024,iSH2,9,1,1.2363,0.039033024
2805,0.150375199,iSH2,9,1,1.2539,0.150375199
2820,-0.084329045,iSH2,9,1,1.2168,-0.084329045
2835,-0.034351591,iSH2,9,1,1.2247,-0.034351591
2850,-0.042575729,iSH2,9,1,1.2234,-0.042575729
1650,0.663513514,PH,9,1,1.3979,0.663513514
1665,0.698937287,PH,9,1,1.4249,0.698937287
1680,0.788939911,PH,9,1,1.4935,0.788939911
1695,0.677683023,PH,9,1,1.4087,0.677683023
1710,0.792482288,PH,9,1,1.4962,0.792482288
1725,0.685030176,PH,9,1,1.4143,0.685030176
1740,0.693164524,PH,9,1,1.4205,0.693164524
1755,0.742889006,PH,9,1,1.4584,0.742889006
1770,0.767685647,PH,9,1,1.4773,0.767685647
1785,0.80310942,PH,9,1,1.5043,0.80310942
1800,0.945722907,PH,9,1,1.613,0.945722907
1815,1.480753083,PH,9,1,2.0208,1.480753083
1830,1.438638153,PH,9,1,1.9887,1.438638153
1845,1.390225663,PH,9,1,1.9518,1.390225663
1860,1.617987405,PH,9,1,2.1254,1.617987405
1875,1.607360273,PH,9,1,2.1173,1.607360273
1890,1.670991866,PH,9,1,2.1658,1.670991866
1905,1.683455786,PH,9,1,2.1753,1.683455786
1920,1.6031619,PH,9,1,2.1141,1.6031619
1935,1.604211493,PH,9,1,2.1149,1.604211493
1950,1.580070848,PH,9,1,2.0965,1.580070848
1965,1.418171084,PH,9,1,1.9731,1.418171084
1980,1.741445815,PH,9,1,2.2195,1.741445815
1995,1.514340068,PH,9,1,2.0464,1.514340068
2010,1.409905537,PH,9,1,1.9668,1.409905537
2025,1.43286539,PH,9,1,1.9843,1.43286539
2040,1.46881396,PH,9,1,2.0117,1.46881396
2055,1.465402781,PH,9,1,2.0091,1.465402781
2070,1.333022829,PH,9,1,1.9082,1.333022829
2085,1.456350039,PH,9,1,2.0022,1.456350039
2100,0.474717922,PH,9,1,1.254,0.474717922
2115,1.599357124,PH,9,1,2.1112,1.599357124
2130,1.608803464,PH,9,1,2.1184,1.608803464
2145,1.714549987,PH,9,1,2.199,1.714549987
2160,1.587942797,PH,9,1,2.1025,1.587942797
2175,1.596601942,PH,9,1,2.1091,1.596601942
2190,1.588861191,PH,9,1,2.1032,1.588861191
2205,1.483508266,PH,9,1,2.0229,1.483508266
2220,1.550288638,PH,9,1,2.0738,1.550288638
2235,1.49531619,PH,9,1,2.0319,1.49531619
2250,1.514602467,PH,9,1,2.0466,1.514602467
2265,1.323051692,PH,9,1,1.9006,1.323051692
2280,1.413841511,PH,9,1,1.9698,1.413841511
2295,1.465927578,PH,9,1,2.0095,1.465927578
2310,1.38287851,PH,9,1,1.9462,1.38287851
2325,1.447297297,PH,9,1,1.9953,1.447297297
2340,1.361361847,PH,9,1,1.9298,1.361361847
2355,1.42341905,PH,9,1,1.9771,1.42341905
2370,1.401377591,PH,9,1,1.9603,1.401377591
2385,1.402033587,PH,9,1,1.9608,1.402033587
2400,1.31255576,PH,9,1,1.8926,1.31255576
2415,1.236066649,PH,9,1,1.8343,1.236066649
2430,1.310325374,PH,9,1,1.8909,1.310325374
2445,1.29694306,PH,9,1,1.8807,1.29694306
2460,1.283298347,PH,9,1,1.8703,1.283298347
2475,1.375268958,PH,9,1,1.9404,1.375268958
2490,1.325675676,PH,9,1,1.9026,1.325675676
2505,1.167449488,PH,9,1,1.782,1.167449488
2520,1.33905799,PH,9,1,1.9128,1.33905799
2535,1.369233797,PH,9,1,1.9358,1.369233797
2550,1.268997638,PH,9,1,1.8594,1.268997638
2565,1.241314616,PH,9,1,1.8383,1.241314616
2580,1.2280635,PH,9,1,1.8282,1.2280635
2595,1.221634742,PH,9,1,1.8233,1.221634742
2610,1.190540541,PH,9,1,1.7996,1.190540541
2625,1.156428759,PH,9,1,1.7736,1.156428759
2640,1.15787195,PH,9,1,1.7747,1.15787195
2655,1.224914721,PH,9,1,1.8258,1.224914721
2670,1.083482026,PH,9,1,1.718,1.083482026
2685,1.132681711,PH,9,1,1.7555,1.132681711
2700,1.066557334,PH,9,1,1.7051,1.066557334
2715,1.090041984,PH,9,1,1.723,1.090041984
2730,1.101718709,PH,9,1,1.7319,1.101718709
2745,1.118905799,PH,9,1,1.745,1.118905799
2760,1.150262398,PH,9,1,1.7689,1.150262398
2775,1.055405405,PH,9,1,1.6966,1.055405405
2790,1.121529782,PH,9,1,1.747,1.121529782
2805,1.009748098,PH,9,1,1.6618,1.009748098
2820,0.951889268,PH,9,1,1.6177,0.951889268
2835,1.068656521,PH,9,1,1.7067,1.068656521
2850,0.990986618,PH,9,1,1.6475,0.990986618
1650,0.349246172,iSH2,1,2,1.0833,0.349246172
1665,0.443971918,iSH2,1,2,1.2232,0.443971918
1680,0.490759259,iSH2,1,2,1.2923,0.490759259
1695,0.58446936,iSH2,1,2,1.4307,0.58446936
1710,0.416955783,iSH2,1,2,1.1833,0.416955783
1725,0.456159647,iSH2,1,2,1.2412,0.456159647
1740,0.636131793,iSH2,1,2,1.507,0.636131793
1755,0.45399294,iSH2,1,2,1.238,0.45399294
1770,0.481212203,iSH2,1,2,1.2782,0.481212203
1785,0.500374023,iSH2,1,2,1.3065,0.500374023
1800,0.41221611,iSH2,1,2,1.1763,0.41221611
1815,0.559823061,iSH2,1,2,1.3943,0.559823061
1830,0.515405557,iSH2,1,2,1.3287,0.515405557
1845,0.472680792,iSH2,1,2,1.2656,0.472680792
1860,0.499290669,iSH2,1,2,1.3049,0.499290669
1875,0.418716233,iSH2,1,2,1.1859,0.418716233
1890,0.481415332,iSH2,1,2,1.2785,0.481415332
1905,0.427044515,iSH2,1,2,1.1982,0.427044515
1920,0.221139589,iSH2,1,2,0.8941,0.221139589
1935,0.266843576,iSH2,1,2,0.9616,0.266843576
1950,0.360012,iSH2,1,2,1.0992,0.360012
1965,0.401991959,iSH2,1,2,1.1612,0.401991959
1980,0.429075803,iSH2,1,2,1.2012,0.429075803
1995,0.144086052,iSH2,1,2,0.7803,0.144086052
2010,0.265827932,iSH2,1,2,0.9601,0.265827932
2025,0.163789548,iSH2,1,2,0.8094,0.163789548
2040,0.327782226,iSH2,1,2,1.0516,0.327782226
2055,0.122283557,iSH2,1,2,0.7481,0.122283557
2070,0.386283329,iSH2,1,2,1.138,0.386283329
2085,0.100413353,iSH2,1,2,0.7158,0.100413353
2100,0.202479642,iSH2,1,2,0.9481,0.202479642
2115,-0.083060582,iSH2,1,2,0.5815,-0.083060582
2130,0.257702778,iSH2,1,2,1.019,0.257702778
2145,0.139623406,iSH2,1,2,0.8674,0.139623406
2160,0.023335475,iSH2,1,2,0.7181,0.023335475
2175,0.166417142,iSH2,1,2,0.9018,0.166417142
2190,0.006355723,iSH2,1,2,0.6963,0.006355723
2205,0.190952104,iSH2,1,2,0.9333,0.190952104
2220,-0.019892791,iSH2,1,2,0.6626,-0.019892791
2235,-0.026046004,iSH2,1,2,0.6547,-0.026046004
2250,-0.002757262,iSH2,1,2,0.6846,-0.002757262
2265,0.038523785,iSH2,1,2,0.7376,0.038523785
2280,-0.021372678,iSH2,1,2,0.6607,-0.021372678
2295,-0.028460556,iSH2,1,2,0.6516,-0.028460556
2310,0.068199405,iSH2,1,2,0.7757,0.068199405
2325,-0.09396501,iSH2,1,2,0.5675,-0.09396501
2340,-0.078387256,iSH2,1,2,0.5875,-0.078387256
2355,-0.090849459,iSH2,1,2,0.5715,-0.090849459
2370,0.020219924,iSH2,1,2,0.7141,0.020219924
2385,-0.043415199,iSH2,1,2,0.6324,-0.043415199
2400,-0.025189228,iSH2,1,2,0.6558,-0.025189228
2415,0.062747192,iSH2,1,2,0.7687,0.062747192
2430,0.06788785,iSH2,1,2,0.7753,0.06788785
2445,0.028631911,iSH2,1,2,0.7249,0.028631911
2460,-0.03071933,iSH2,1,2,0.6487,-0.03071933
2475,0.064928077,iSH2,1,2,0.7715,0.064928077
2490,-0.06802805,iSH2,1,2,0.6008,-0.06802805
2505,-0.060239173,iSH2,1,2,0.6108,-0.060239173
2520,-0.032900216,iSH2,1,2,0.6459,-0.032900216
2535,0.075598838,iSH2,1,2,0.7852,0.075598838
2550,0.029800243,iSH2,1,2,0.7264,0.029800243
2565,0.103794572,iSH2,1,2,0.8214,0.103794572
2580,-0.039988094,iSH2,1,2,0.6368,-0.039988094
2595,-0.032510772,iSH2,1,2,0.6464,-0.032510772
2610,0.002850729,iSH2,1,2,0.6918,0.002850729
2625,0.050985988,iSH2,1,2,0.7536,0.050985988
2640,0.118982882,iSH2,1,2,0.8409,0.118982882
2655,0.100055912,iSH2,1,2,0.8166,0.100055912
2670,0.082141495,iSH2,1,2,0.7936,0.082141495
2685,0.064694411,iSH2,1,2,0.7712,0.064694411
2700,0.020609368,iSH2,1,2,0.7146,0.020609368
2715,-0.084306803,iSH2,1,2,0.5799,-0.084306803
2730,0.012820491,iSH2,1,2,0.7046,0.012820491
2745,-0.005483369,iSH2,1,2,0.6811,-0.005483369
2760,-0.062497948,iSH2,1,2,0.6079,-0.062497948
2775,-0.061251727,iSH2,1,2,0.6095,-0.061251727
2790,0.235037147,iSH2,1,2,0.9899,0.235037147
2805,-0.002601485,iSH2,1,2,0.6848,-0.002601485
2820,-0.043259422,iSH2,1,2,0.6326,-0.043259422
2835,0.029177133,iSH2,1,2,0.7256,0.029177133
2850,-0.017634017,iSH2,1,2,0.6655,-0.017634017
1650,-0.074612962,PH,1,2,0.8353,-0.074612962
1665,0.030346366,PH,1,2,0.9153,0.030346366
1680,0.161414327,PH,1,2,1.0152,0.161414327
1695,-0.19059302,PH,1,2,0.7469,-0.19059302
1710,0.059472579,PH,1,2,0.9375,0.059472579
1725,-0.072120178,PH,1,2,0.8372,-0.072120178
1740,-0.174324324,PH,1,2,0.7593,-0.174324324
1755,-0.00783259,PH,1,2,0.8862,-0.00783259
1770,0.008960903,PH,1,2,0.899,0.008960903
1785,-0.00940698,PH,1,2,0.885,-0.00940698
1800,-0.126699029,PH,1,2,0.7956,-0.126699029
1815,-0.075400157,PH,1,2,0.8347,-0.075400157
1830,-0.034990816,PH,1,2,0.8655,-0.034990816
1845,0.213631593,PH,1,2,1.055,0.213631593
1860,0.62494096,PH,1,2,1.3685,0.62494096
1875,0.355982682,PH,1,2,1.1635,0.355982682
1890,0.15,PH,1,2,1.0065,0.15
1905,0.496103385,PH,1,2,1.2703,0.496103385
1920,1.021293624,PH,1,2,1.6706,1.021293624
1935,0.677683023,PH,1,2,1.4087,0.677683023
1950,0.844043558,PH,1,2,1.5355,0.844043558
1965,0.627302545,PH,1,2,1.3703,0.627302545
1980,0.542023091,PH,1,2,1.3053,0.542023091
1995,0.604473891,PH,1,2,1.3529,0.604473891
2010,0.667843086,PH,1,2,1.4012,0.667843086
2025,0.765717659,PH,1,2,1.4758,0.765717659
2040,0.706415639,PH,1,2,1.4306,0.706415639
2055,0.693558121,PH,1,2,1.4208,0.693558121
2070,0.50778011,PH,1,2,1.2792,0.50778011
2085,1.018144844,PH,1,2,1.6682,1.018144844
2100,0.50463133,PH,1,2,1.2768,0.50463133
2115,0.781592758,PH,1,2,1.4879,0.781592758
2130,0.360312254,PH,1,2,1.1668,0.360312254
2145,0.680700604,PH,1,2,1.411,0.680700604
2160,0.806651797,PH,1,2,1.507,0.806651797
2175,0.48600105,PH,1,2,1.2626,0.48600105
2190,0.864510627,PH,1,2,1.5511,0.864510627
2205,0.574429284,PH,1,2,1.33,0.574429284
2220,1.082038835,PH,1,2,1.7169,1.082038835
2235,1.263487274,PH,1,2,1.8552,1.263487274
2250,0.679782209,PH,1,2,1.4103,0.679782209
2265,0.667580687,PH,1,2,1.401,0.667580687
2280,0.9000656,PH,1,2,1.5782,0.9000656
2295,0.998333771,PH,1,2,1.6531,0.998333771
2310,0.983508266,PH,1,2,1.6418,0.983508266
2325,1.172959853,PH,1,2,1.7862,1.172959853
2340,0.544778273,PH,1,2,1.3074,0.544778273
2355,1.308619785,PH,1,2,1.8896,1.308619785
2370,0.829086854,PH,1,2,1.5241,0.829086854
2385,0.826725269,PH,1,2,1.5223,0.826725269
2400,0.742364209,PH,1,2,1.458,0.742364209
2415,0.850997114,PH,1,2,1.5408,0.850997114
2430,0.40938074,PH,1,2,1.2042,0.40938074
2445,0.81413015,PH,1,2,1.5127,0.81413015
2460,0.695394909,PH,1,2,1.4222,0.695394909
2475,0.75469693,PH,1,2,1.4674,0.75469693
2490,1.110377854,PH,1,2,1.7385,1.110377854
2505,0.738297035,PH,1,2,1.4549,0.738297035
2520,0.892324849,PH,1,2,1.5723,0.892324849
2535,0.653935975,PH,1,2,1.3906,0.653935975
2550,0.911217528,PH,1,2,1.5867,0.911217528
2565,0.351390711,PH,1,2,1.16,0.351390711
2580,0.777525584,PH,1,2,1.4848,0.777525584
2595,0.882091315,PH,1,2,1.5645,0.882091315
2610,0.783691944,PH,1,2,1.4895,0.783691944
2625,0.705234846,PH,1,2,1.4297,0.705234846
2640,0.572198898,PH,1,2,1.3283,0.572198898
2655,0.710482813,PH,1,2,1.4337,0.710482813
2670,0.456087641,PH,1,2,1.2398,0.456087641
2685,0.64068486,PH,1,2,1.3805,0.64068486
2700,0.712975597,PH,1,2,1.4356,0.712975597
2715,0.434570979,PH,1,2,1.2234,0.434570979
2730,0.448871687,PH,1,2,1.2343,0.448871687
2745,0.786447127,PH,1,2,1.4916,0.786447127
2760,1.105129887,PH,1,2,1.7345,1.105129887
2775,0.663382314,PH,1,2,1.3978,0.663382314
2790,0.400196799,PH,1,2,1.1972,0.400196799
2805,0.802715823,PH,1,2,1.504,0.802715823
2820,0.416071897,PH,1,2,1.2093,0.416071897
2835,0.701298872,PH,1,2,1.4267,0.701298872
2850,0.585712411,PH,1,2,1.3386,0.585712411
1650,0.183019078,iSH2,2,2,0.8378,0.183019078
1665,0.180446113,iSH2,2,2,0.834,0.180446113
1680,0.175300182,iSH2,2,2,0.8264,0.175300182
1695,0.190128587,iSH2,2,2,0.8483,0.190128587
1710,0.184576399,iSH2,2,2,0.8401,0.184576399
1725,0.21734785,iSH2,2,2,0.8885,0.21734785
1740,0.193581777,iSH2,2,2,0.8534,0.193581777
1755,0.20177464,iSH2,2,2,0.8655,0.20177464
1770,0.214097789,iSH2,2,2,0.8837,0.214097789
1785,0.229264742,iSH2,2,2,0.9061,0.229264742
1800,0.2191083,iSH2,2,2,0.8911,0.2191083
1815,0.209493536,iSH2,2,2,0.8769,0.209493536
1830,0.238066991,iSH2,2,2,0.9191,0.238066991
1845,0.19825374,iSH2,2,2,0.8603,0.19825374
1860,0.210915437,iSH2,2,2,0.879,0.210915437
1875,0.220801041,iSH2,2,2,0.8936,0.220801041
1890,0.216603045,iSH2,2,2,0.8874,0.216603045
1905,0.238202411,iSH2,2,2,0.9193,0.238202411
1920,0.216467625,iSH2,2,2,0.8872,0.216467625
1935,0.214233208,iSH2,2,2,0.8839,0.214233208
1950,0.236306541,iSH2,2,2,0.9165,0.236306541
1965,0.219311429,iSH2,2,2,0.8914,0.219311429
1980,0.242061858,iSH2,2,2,0.925,0.242061858
1995,0.231566869,iSH2,2,2,0.9095,0.231566869
2010,0.237728443,iSH2,2,2,0.9186,0.237728443
2025,0.224999036,iSH2,2,2,0.8998,0.224999036
2040,0.24876511,iSH2,2,2,0.9349,0.24876511
2055,0.279099015,iSH2,2,2,0.9797,0.279099015
2070,0.268671735,iSH2,2,2,0.9643,0.268671735
2085,0.249848464,iSH2,2,2,0.9365,0.249848464
2100,0.248088014,iSH2,2,2,0.9339,0.248088014
2115,0.100418799,iSH2,2,2,0.8548,0.100418799
2130,-0.02746162,iSH2,2,2,0.7863,-0.02746162
2145,-0.013273427,iSH2,2,2,0.7939,-0.013273427
2160,-0.025034692,iSH2,2,2,0.7876,-0.025034692
2175,-0.042209873,iSH2,2,2,0.7784,-0.042209873
2190,-0.063678848,iSH2,2,2,0.7669,-0.063678848
2205,-0.012339994,iSH2,2,2,0.7944,-0.012339994
2220,-0.016073729,iSH2,2,2,0.7924,-0.016073729
2235,-0.077120294,iSH2,2,2,0.7597,-0.077120294
2250,-0.054717885,iSH2,2,2,0.7717,-0.054717885
2265,-0.056211379,iSH2,2,2,0.7709,-0.056211379
2280,-0.01028644,iSH2,2,2,0.7955,-0.01028644
2295,0.064388258,iSH2,2,2,0.8355,0.064388258
2310,0.068495366,iSH2,2,2,0.8377,0.068495366
2325,-0.032502162,iSH2,2,2,0.7836,-0.032502162
2340,-0.01831397,iSH2,2,2,0.7912,-0.01831397
2355,-0.014393548,iSH2,2,2,0.7933,-0.014393548
2370,-0.031568728,iSH2,2,2,0.7841,-0.031568728
2385,0.01267603,iSH2,2,2,0.8078,0.01267603
2400,-0.003565717,iSH2,2,2,0.7991,-0.003565717
2415,-0.051730897,iSH2,2,2,0.7733,-0.051730897
2430,-0.076560234,iSH2,2,2,0.76,-0.076560234
2445,-0.044263427,iSH2,2,2,0.7773,-0.044263427
2460,-0.031568728,iSH2,2,2,0.7841,-0.031568728
2475,-0.031008668,iSH2,2,2,0.7844,-0.031008668
2490,0.010249102,iSH2,2,2,0.8065,0.010249102
2505,-0.022047704,iSH2,2,2,0.7892,-0.022047704
2520,-0.030821981,iSH2,2,2,0.7845,-0.030821981
2535,-0.004685837,iSH2,2,2,0.7985,-0.004685837
2550,-0.015700355,iSH2,2,2,0.7926,-0.015700355
2565,0.023130488,iSH2,2,2,0.8134,0.023130488
2580,-0.024661319,iSH2,2,2,0.7878,-0.024661319
2595,-0.050424089,iSH2,2,2,0.774,-0.050424089
2610,-0.0263415,iSH2,2,2,0.7869,-0.0263415
2625,-0.045010174,iSH2,2,2,0.7769,-0.045010174
2640,-0.030261921,iSH2,2,2,0.7848,-0.030261921
2655,-0.03604921,iSH2,2,2,0.7817,-0.03604921
2670,-0.019620777,iSH2,2,2,0.7905,-0.019620777
2685,-0.082160836,iSH2,2,2,0.757,-0.082160836
2700,0.068682053,iSH2,2,2,0.8378,0.068682053
2715,0.026864222,iSH2,2,2,0.8154,0.026864222
2730,0.004835187,iSH2,2,2,0.8036,0.004835187
2745,0.023877235,iSH2,2,2,0.8138,0.023877235
2760,-0.001138789,iSH2,2,2,0.8004,-0.001138789
2775,0.025744102,iSH2,2,2,0.8148,0.025744102
2790,0.019023379,iSH2,2,2,0.8112,0.019023379
2805,-0.039409572,iSH2,2,2,0.7799,-0.039409572
2820,-0.032315475,iSH2,2,2,0.7837,-0.032315475
2835,-0.014766921,iSH2,2,2,0.7931,-0.014766921
2850,-0.012713367,iSH2,2,2,0.7942,-0.012713367
1650,0.042285489,PH,2,2,0.9244,0.042285489
1665,0.056979795,PH,2,2,0.9356,0.056979795
1680,0.004237733,PH,2,2,0.8954,0.004237733
1695,0.038349515,PH,2,2,0.9214,0.038349515
1710,0.059866177,PH,2,2,0.9378,0.059866177
1725,0.07351089,PH,2,2,0.9482,0.07351089
1740,0.069181317,PH,2,2,0.9449,0.069181317
1755,0.057898189,PH,2,2,0.9363,0.057898189
1770,0.060259774,PH,2,2,0.9381,0.060259774
1785,0.072198898,PH,2,2,0.9472,0.072198898
1800,-0.013211755,PH,2,2,0.8821,-0.013211755
1815,0.093977959,PH,2,2,0.9638,0.093977959
1830,0.219535555,PH,2,2,1.0595,0.219535555
1845,0.295762267,PH,2,2,1.1176,0.295762267
1860,0.317934925,PH,2,2,1.1345,0.317934925
1875,0.378811336,PH,2,2,1.1809,0.378811336
1890,0.502794542,PH,2,2,1.2754,0.502794542
1905,0.567869326,PH,2,2,1.325,0.567869326
1920,0.606835476,PH,2,2,1.3547,0.606835476
1935,0.572723695,PH,2,2,1.3287,0.572723695
1950,0.626252952,PH,2,2,1.3695,0.626252952
1965,0.631500918,PH,2,2,1.3735,0.631500918
1980,0.703004461,PH,2,2,1.428,0.703004461
1995,0.691721333,PH,2,2,1.4194,0.691721333
2010,0.757976909,PH,2,2,1.4699,0.757976909
2025,0.76873524,PH,2,2,1.4781,0.76873524
2040,0.844699554,PH,2,2,1.536,0.844699554
2055,0.773064812,PH,2,2,1.4814,0.773064812
2070,0.74065862,PH,2,2,1.4567,0.74065862
2085,0.684898977,PH,2,2,1.4142,0.684898977
2100,0.643571241,PH,2,2,1.3827,0.643571241
2115,0.722684335,PH,2,2,1.443,0.722684335
2130,0.738953031,PH,2,2,1.4554,0.738953031
2145,0.740133823,PH,2,2,1.4563,0.740133823
2160,0.759813697,PH,2,2,1.4713,0.759813697
2175,0.726882708,PH,2,2,1.4462,0.726882708
2190,0.766636054,PH,2,2,1.4765,0.766636054
2205,0.72032275,PH,2,2,1.4412,0.72032275
2220,0.723865127,PH,2,2,1.4439,0.723865127
2235,0.70628444,PH,2,2,1.4305,0.70628444
2250,0.728457098,PH,2,2,1.4474,0.728457098
2265,0.73121228,PH,2,2,1.4495,0.73121228
2280,0.788021517,PH,2,2,1.4928,0.788021517
2295,0.724258725,PH,2,2,1.4442,0.724258725
2310,0.672172658,PH,2,2,1.4045,0.672172658
2325,0.729244293,PH,2,2,1.448,0.729244293
2340,0.704185253,PH,2,2,1.4289,0.704185253
2355,0.681618998,PH,2,2,1.4117,0.681618998
2370,0.639372868,PH,2,2,1.3795,0.639372868
2385,0.683718184,PH,2,2,1.4133,0.683718184
2400,0.686998163,PH,2,2,1.4158,0.686998163
2415,0.650262398,PH,2,2,1.3878,0.650262398
2430,0.65629756,PH,2,2,1.3924,0.65629756
2445,0.625334558,PH,2,2,1.3688,0.625334558
2460,0.674403044,PH,2,2,1.4062,0.674403044
2475,0.655903962,PH,2,2,1.3921,0.655903962
2490,0.661151929,PH,2,2,1.3961,0.661151929
2505,0.648556809,PH,2,2,1.3865,0.648556809
2520,0.656559958,PH,2,2,1.3926,0.656559958
2535,0.667449488,PH,2,2,1.4009,0.667449488
2550,0.623891367,PH,2,2,1.3677,0.623891367
2565,0.63281291,PH,2,2,1.3745,0.63281291
2580,0.634518499,PH,2,2,1.3758,0.634518499
2595,0.571411703,PH,2,2,1.3277,0.571411703
2610,0.570493309,PH,2,2,1.327,0.570493309
2625,0.595683548,PH,2,2,1.3462,0.595683548
2640,0.553831015,PH,2,2,1.3143,0.553831015
2655,0.536250328,PH,2,2,1.3009,0.536250328
2670,0.61405143,PH,2,2,1.3602,0.61405143
2685,0.567869326,PH,2,2,1.325,0.567869326
2700,0.626646549,PH,2,2,1.3698,0.626646549
2715,0.586893204,PH,2,2,1.3395,0.586893204
2730,0.519063238,PH,2,2,1.2878,0.519063238
2745,0.518538441,PH,2,2,1.2874,0.518538441
2760,0.519456835,PH,2,2,1.2881,0.519456835
2775,0.547795854,PH,2,2,1.3097,0.547795854
2790,0.560784571,PH,2,2,1.3196,0.560784571
2805,0.621267384,PH,2,2,1.3657,0.621267384
2820,0.549632642,PH,2,2,1.3111,0.549632642
2835,0.569181317,PH,2,2,1.326,0.569181317
2850,0.582957229,PH,2,2,1.3365,0.582957229
1650,0.338209506,iSH2,4,2,1.067,0.338209506
1665,0.3409856,iSH2,4,2,1.0711,0.3409856
1680,0.31654243,iSH2,4,2,1.035,0.31654243
1695,0.31837059,iSH2,4,2,1.0377,0.31837059
1710,0.340714761,iSH2,4,2,1.0707,0.340714761
1725,0.36170474,iSH2,4,2,1.1017,0.36170474
1740,0.337193861,iSH2,4,2,1.0655,0.337193861
1755,0.338683473,iSH2,4,2,1.0677,0.338683473
1770,0.332115641,iSH2,4,2,1.058,0.332115641
1785,0.370100732,iSH2,4,2,1.1141,0.370100732
1800,0.355340037,iSH2,4,2,1.0923,0.355340037
1815,0.356220262,iSH2,4,2,1.0936,0.356220262
1830,0.346334659,iSH2,4,2,1.079,0.346334659
1845,0.329000998,iSH2,4,2,1.0534,0.329000998
1860,0.340511632,iSH2,4,2,1.0704,0.340511632
1875,0.331438544,iSH2,4,2,1.057,0.331438544
1890,0.381340528,iSH2,4,2,1.1307,0.381340528
1905,0.315120528,iSH2,4,2,1.0329,0.315120528
