Count,Experiment,Run,Data,Sim,Best
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.492784046182106722e-02,1.274465535921108722e-03,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.282865389661502264e-02,4.539297721923545546e-03,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.679349252164790557e-02,9.152543636577831210e-03,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-6.717397008659148350e-02,1.466932612145148418e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-6.678037260561525690e-02,2.078206652612123867e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.122540015743904829e-02,2.727861777405274357e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.535030175806880587e-02,3.401303054285841759e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.641563893991039663e-03,4.088513822247529655e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.360272894253482023e-02,4.782654188634969522e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.414064549986876321e-02,5.479067898501102651e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.673576489110502111e-03,6.174605128793889119e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.234846496982410724e-02,6.867152286655336946e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.663342954605088519e-02,7.555299308692042803e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.944896352663340489e-02,8.238120368237110414e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.182104434531618398e-01,8.915027686860099720e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.456310679611650394e-01,9.585659654997813472e-02,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.138546313303593960e-01,1.024980370685439346e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.335607452112306526e-01,1.090735075241905244e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.570453949094726132e-01,1.155826372721021067e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.674101285751771750e-01,1.220255120049872771e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.954867488848070212e-01,1.284024961702567857e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.720020991865653381e-01,1.347141528908545882e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.331671477302545648e-01,1.409611933003259154e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.320913146155863804e-01,1.471444121539375871e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.726580949881921512e-01,1.532646643793349750e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.352663342954604775e-01,1.593228356345830210e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.692469168197322238e-01,1.653198254996410821e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.987667278929415859e-01,1.712564619154293699e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.926003673576488218e-01,1.771337273326809014e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.033586985043294715e-01,1.829523597187048545e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.996851220152190964e-01,1.887131990109126578e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.057202833901862205e-01,1.944171653387077037e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.824717921805299792e-01,2.000649375051098688e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.462608239307269575e-01,2.056574716905145428e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.706638677512464564e-01,2.111955234574761087e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.168722120178429580e-01,2.166798686117840655e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.886381527158227156e-01,2.221112750090033228e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.824717921805299792e-01,2.274905258825308807e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.738126475990553810e-01,2.328183886899831689e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.277355024927839366e-01,2.380955274625344009e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.955917082130673501e-01,2.433226906162943015e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.102860141695093499e-01,2.485005921681212038e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.995276830228287279e-01,2.536299227429930636e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.659406979795329029e-01,2.587113290377201502e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.005772763054316288e-01,2.637454860194698991e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.982156914195748243e-01,2.687330396016717193e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.470217790606140995e-01,2.736746241582491690e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.447913933350826854e-01,2.785708610138442620e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.089740225662555018e-01,2.834223542912017724e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.553135659931776158e-01,2.882296957464310361e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.934925216478613264e-01,2.929935234899730401e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.904749409603777921e-01,2.977144041630417348e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.357386512726320271e-01,3.023928897193818299e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.829703489897663959e-01,3.070295276196810530e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,4.002886381527158699e-01,3.116248513113037411e-01,4.178583624920437956e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,3.996326423510890846e-01,3.161793802282909516e-01,4.178583624920437956e+02
