Count,Experiment,Run,Data,Sim,Best
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.492784046182106722e-02,-3.689397879181560008e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.282865389661502264e-02,-1.021421830212826259e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.679349252164790557e-02,-1.402244615274716999e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-6.717397008659148350e-02,-1.518507529375105747e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-6.678037260561525690e-02,-1.467000914064485184e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.122540015743904829e-02,-1.243263846753638879e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-1.535030175806880587e-02,-1.133765950910908121e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.641563893991039663e-03,-1.112166492733807910e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,7.360272894253482023e-02,-9.602194968369709427e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-2.414064549986876321e-02,-1.021354592172510206e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,-3.673576489110502111e-03,-1.078979182844025109e-01,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,5.234846496982410724e-02,-7.768453480208639683e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.663342954605088519e-02,-6.395903259923779727e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,9.944896352663340489e-02,-5.675882531868039343e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.182104434531618398e-01,-1.347225950214527880e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.456310679611650394e-01,4.291991925685068737e-03,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,2.138546313303593960e-01,2.305729400947287983e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.335607452112306526e-01,4.161490709540363597e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.570453949094726132e-01,4.195117393050690896e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.674101285751771750e-01,4.647771924137802935e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.954867488848070212e-01,5.111600713028689735e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.720020991865653381e-01,7.235734123963301345e-02,3.697565419996687979e+02
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,1.331671477302545648e-01,7.237264156047049091e-02,3.697565419996687979e+02
