Count,Experiment,Run,Data,Sim,Best
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,0.000000000000000000e+00,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,3.055206657043305161e-03,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.013951480578169882e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.923512495459162724e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,2.924559065230128430e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,3.957627878958394629e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,4.990679873794349325e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,6.006739205409328958e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,6.997104931846989673e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,7.957658035705976463e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,8.886803177370469764e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,9.784319442031334801e-02,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.065073574033576081e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.148695713655848161e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.229408804779118652e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.307332876077588746e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.382589399643303629e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.455299443701818518e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.525576571167412965e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.593532961942374648e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.659276350199772321e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.722909532636270336e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.784534249180389220e-01,1.691927442244423901e+03
1.000000000000000000e+00,1.000000000000000000e+00,1.000000000000000000e+00,nan,1.844245152267164067e-01,1.691927442244423901e+03
